id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
12,下列有關腸上皮吸收機制，何者錯誤？,葡萄糖吸收需與鈉離子協同運輸進入腸上皮細胞,長鏈脂肪酸需在細胞內重組成乳糜微粒後進入淋巴循環,鐵主要於空腸經 Na+-bile acid transporter 主動吸收,短鏈脂肪酸可直接進入門脈循環。,C,,消化系統生理學 黃烱瑋,"📖 chatGPT 學長背景知識  
腸上皮吸收機制是消化生理學中的重要概念，涉及多種營養素的運輸方式。了解這些機制有助於掌握腸道健康及相關疾病的治療。

核心觀念：  
- 『葡萄糖』吸收：透過『鈉離子』協同運輸進入腸上皮細胞，屬於次級主動運輸。  
- 『長鏈脂肪酸』：在腸上皮細胞內重組成『乳糜微粒』後，進入淋巴循環。  
- 『鐵』的吸收：主要在空腸進行，通常透過『非主動運輸』的方式進入細胞，並非依賴 Na+-bile acid transporter。  
- 『短鏈脂肪酸』：可直接進入『門脈循環』，不需重組或轉運。

解析：  
(A) 葡萄糖吸收需與鈉離子協同運輸進入腸上皮細胞  
正確。葡萄糖透過鈉-葡萄糖共轉運蛋白（SGLT）進入腸上皮細胞，這是一種次級主動運輸機制。

(B) 長鏈脂肪酸需在細胞內重組成乳糜微粒後進入淋巴循環  
正確。長鏈脂肪酸在腸上皮細胞內重組為甘油三酯，並與蛋白質結合形成乳糜微粒，然後進入淋巴系統。

(C) 鐵主要於空腸經 Na+-bile acid transporter 主動吸收  
錯誤。鐵的吸收主要透過『DMT1』運輸蛋白進行，並不依賴 Na+-bile acid transporter，這是對的。

(D) 短鏈脂肪酸可直接進入門脈循環  
正確。短鏈脂肪酸可通過腸上皮細胞直接進入門脈循環，並迅速被肝臟利用。

結論：選項 (C) 是錯誤的，因為鐵的吸收並不依賴 Na+-bile acid transporter，而是透過其他機制進行。"
13,有關消化道激素及其作用，下列何者錯誤？,Secretin 促使胰臟釋放碳酸氫根以中和胃酸,Gastrin 可促進胃酸與胃蛋白酶釋放，且增強胃黏膜增生,CCK 刺激胰液消化酶及膽囊收縮，並可促進 Oddi 括約肌收縮,Ghrelin分泌與食慾調節相關，分泌高峰常於進食前。,C,,消化系統生理學 黃烱瑋,"📖 chatGPT 學長背景知識  
消化道激素在調節消化過程中扮演著重要角色，主要由消化道內分泌細胞分泌，影響胃腸運動、消化液分泌及食慾等功能。以下是各選項的詳細解析：

(A) Secretin 促使胰臟釋放碳酸氫根以中和胃酸  
- 正確。『Secretin』是由十二指腸的S細胞分泌，當胃酸進入小腸時，Secretin會促使胰臟分泌『碳酸氫根』，以中和胃酸，保護小腸黏膜並創造適合消化酶作用的環境。

(B) Gastrin 可促進胃酸與胃蛋白酶釋放，且增強胃黏膜增生  
- 正確。『Gastrin』是由胃的G細胞分泌，能促進胃酸（鹽酸）及『胃蛋白酶』的釋放，並且刺激胃黏膜的增生，增強胃的消化能力。

(C) CCK 刺激胰液消化酶及膽囊收縮，並可促進 Oddi 括約肌收縮  
- 錯誤。『CCK』（膽囊收縮素）確實刺激胰臟分泌消化酶及膽囊收縮，但它實際上會放鬆Oddi括約肌，而非促進其收縮。這樣的作用使得膽汁和胰液能夠順利進入小腸。

(D) Ghrelin分泌與食慾調節相關，分泌高峰常於進食前  
- 正確。『Ghrelin』是由胃分泌的激素，主要在空腹狀態下分泌，並在進食前達到高峰，促進食慾，提醒身體進食。

結論：根據上述分析，選項(C)為錯誤的陳述。"
14,有關胃腺細胞分泌及功能，下列何者錯誤？,壁細胞可分泌HCI及內因子，有助維生素B12吸收,G 細胞分泌體抑素以抑制胃酸釋放。,主細胞分泌胃蛋白酶原，經酸性環境活化。,類腸嗜鉻細胞(ECL cell)可釋放組織胺，促進胃酸分泌,B,,消化系統生理學 黃烱瑋,"📖 chatGPT 學長背景知識  
在胃腺中，細胞的分泌功能對於消化過程至關重要。主要的細胞類型包括壁細胞、主細胞、G細胞及類腸嗜鉻細胞（ECL cell）。了解這些細胞的功能及其分泌物的作用，有助於我們解釋題目中的選項。

核心觀念：  
- 壁細胞：  
  - 分泌『HCl』，使胃內環境呈酸性，有助於食物消化。  
  - 分泌『內因子』，促進『維生素B12』的吸收。  

- 主細胞：  
  - 分泌『胃蛋白酶原』，在酸性環境中轉化為活性形式『胃蛋白酶』，參與蛋白質的消化。  

- G細胞：  
  - 分泌『胃泌素』，而非『體抑素』，以促進胃酸的分泌。  

- 類腸嗜鉻細胞（ECL cell）：  
  - 分泌『組織胺』，進一步促進胃酸的分泌。  

解析選項：  
(A) 正確。壁細胞確實分泌『HCl』及『內因子』，有助於『維生素B12』的吸收。  
(B) 錯誤。G細胞分泌的是『胃泌素』，而非『體抑素』，其功能是促進胃酸的分泌。  
(C) 正確。主細胞分泌『胃蛋白酶原』，在酸性環境中被活化為『胃蛋白酶』。  
(D) 正確。類腸嗜鉻細胞（ECL cell）確實釋放『組織胺』，促進胃酸的分泌。  

結論：  
根據以上分析，選項(B)是錯誤的，因為G細胞分泌的是『胃泌素』，而非『體抑素』。"
15,關於消化道運動與神經調控，下列何者錯誤？,迷走神經可促進胃及小腸平滑肌收縮，也促進大腸的分節運動。,腸神經叢可在無中樞神經參與下獨立調節部分腸道運動。,交感神經釋放去甲腎上腺素會抑制腸胃平滑肌收縮。,腸道平滑肌的節律性去極化由間質細胞(ICC)主導，並能引發動作電位。,A,,消化系統生理學:消化道 黃烱瑋,"📖 chatGPT 學長背景知識  
本題主要考察消化道運動的神經調控機制，涉及迷走神經、腸神經叢、交感神經及間質細胞的功能。

核心觀念：  
- 『迷走神經』：促進胃及小腸平滑肌收縮，並促進大腸的『分節運動』。  
- 『腸神經叢』：可在無『中樞神經』參與下獨立調節腸道運動。  
- 『交感神經』：釋放『去甲腎上腺素』會抑制腸胃平滑肌收縮。  
- 『間質細胞(ICC)』：主導腸道平滑肌的『節律性去極化』，並能引發『動作電位』。  

解析：  
(A) 迷走神經可促進胃及小腸平滑肌收縮，也促進大腸的分節運動。  
此選項正確。迷走神經是副交感神經的一部分，對消化道的運動有促進作用。

(B) 腸神經叢可在無中樞神經參與下獨立調節部分腸道運動。  
此選項正確。腸神經叢（也稱為腸道神經系統）能夠獨立於中樞神經系統運作，調節腸道的運動和分泌。

(C) 交感神經釋放去甲腎上腺素會抑制腸胃平滑肌收縮。  
此選項正確。交感神經的活化通常會抑制腸道的運動，這是因為去甲腎上腺素的釋放會導致平滑肌的放鬆。

(D) 腸道平滑肌的節律性去極化由間質細胞(ICC)主導，並能引發動作電位。  
此選項正確。間質細胞（ICC）在腸道平滑肌中負責產生節律性去極化，這是腸道運動的基礎。

結論：  
所有選項均為正確陳述，因此本題的正確答案是「無錯誤選項」。若需選擇錯誤選項，則可考慮題目設計的陷阱，因為所有陳述均符合生理學原則。"
16,關於食物進入消化道後的消化及吸收過程，何者描述最正確？,進食後食物首先在胃內被完全分解為單醣。,吸收葡萄糖時需鈉離子共同運輸。,胰液中的脂肪酶作用不需膽鹽參與。,單醣進入小腸細胞後即直接進入乳糜管。,B,,消化系統生理學:消化道 黃烱瑋,"📖 chatGPT 學長背景知識  
本題考察消化道中食物的消化與吸收過程，涉及胃、腸道及相關酶的功能。以下是對各選項的詳細解析：

(A) 進食後食物首先在胃內被完全分解為單醣。  
- 錯誤。食物在胃內主要進行『機械性消化』和『化學性消化』，但並不會被完全分解為單醣。胃中的酸性環境和胃蛋白酶主要負責蛋白質的消化，而碳水化合物的消化主要在小腸進行。

(B) 吸收葡萄糖時需鈉離子共同運輸。  
- 正確。葡萄糖的吸收依賴於『鈉-葡萄糖共運輸蛋白』(SGLT1)，此過程需要鈉離子的協助，通過『主動運輸』的方式將葡萄糖從腸腔轉運至腸道上皮細胞內。

(C) 胰液中的脂肪酶作用不需膽鹽參與。  
- 錯誤。雖然胰脂肪酶是主要的脂肪消化酶，但其作用需要『膽鹽』的參與，因為膽鹽能夠乳化脂肪，增加脂肪酶的接觸面積，從而提高脂肪的消化效率。

(D) 單醣進入小腸細胞後即直接進入乳糜管。  
- 錯誤。單醣（如葡萄糖和果糖）在小腸細胞內被吸收後，會進入『血液循環』，而非直接進入乳糜管。乳糜管主要負責吸收脂質及脂溶性維生素。

總結：正確答案為(B)。"
17,胚胎發育中，哪一個結構會形成 lesser omentum？,肝臟(liver),橫中膈(septum transversum),背側繫膜(dorsal mesogastrium),腹側繫膜(ventral mesogastrium),D,,消化系統胚胎學 陳永佳,"📖 chatGPT 學長背景知識  
在胚胎發育過程中，腹腔的結構發展涉及多種繫膜的形成與變化。了解這些結構的來源對於掌握消化系統的解剖學至關重要。

核心觀念：  
- 『lesser omentum』是連接肝臟與胃的結構。  
- 它源自於『腹側繫膜』(ventral mesogastrium)。  
- 腹側繫膜在胚胎發育過程中形成，並在肝臟的發育過程中發展成為lesser omentum。  
- 其他選項如肝臟、橫中膈及背側繫膜並不直接形成lesser omentum。  

解析：  
1. **選項(A) 肝臟**：肝臟是胚胎發育中的重要器官，但它並不是形成lesser omentum的結構。肝臟的發育與腹側繫膜有關，但並不直接形成該結構。
  
2. **選項(B) 橫中膈**：橫中膈主要是形成胸腔與腹腔的隔膜，與lesser omentum的形成無關。

3. **選項(C) 背側繫膜**：背側繫膜主要支持胃的背側結構，並不參與lesser omentum的形成。

4. **選項(D) 腹側繫膜**：這是正確答案。腹側繫膜在胚胎發育過程中，隨著肝臟的發展而形成lesser omentum，連接肝臟與胃的部分。

結論：根據以上分析，正確答案為(D) 腹側繫膜。"
18,下列那個構造非中腸頭端(cranial limb of midgut)發育而成？,遠端十二指腸 (distal duodenum),遠端空腸(distal jejunm),遠端迴腸(distal ileum),近端迴腸(proximal ileum),C,,消化系統胚胎學 陳永佳,"📖 chatGPT 學長背景知識  
- 中腸（midgut）是胚胎發育過程中的一部分，主要負責形成小腸及部分大腸的結構。  
- 中腸的發育分為『頭端』和『尾端』，其中『頭端』指的是中腸的前半部分。  
- 中腸的『頭端』主要發育成遠端十二指腸、遠端空腸及遠端迴腸。  

解析：  
(A) 遠端十二指腸（distal duodenum）  
- 遠端十二指腸是中腸的『頭端』發育而成，屬於中腸的一部分。  

(B) 遠端空腸（distal jejunum）  
- 遠端空腸也是中腸的『頭端』發育而成，屬於小腸的中段。  

(C) 遠端迴腸（distal ileum）  
- 遠端迴腸是中腸的『尾端』發育而成，屬於小腸的末端部分。  

(D) 近端迴腸（proximal ileum）  
- 近端迴腸是中腸的『頭端』發育而成，屬於小腸的起始部分。  

結論：  
根據上述分析，選項 (C) 遠端迴腸（distal ileum）並非由中腸的『頭端』發育而成，而是屬於『尾端』的結構。因此，正確答案為 (C)。"
19,肝臟(liver)的造血功能(hematopoiesis)最早開始於胚胎的哪個時期？,第六週(6th week),第十二週(12th week),第十六週(16th week),出生後,A,,消化系統胚胎學 陳永佳,"📖 chatGPT 學長背景知識  
肝臟在胚胎發育過程中扮演著重要的角色，特別是在造血功能的發展上。了解肝臟的造血功能開始的時期對於掌握胚胎學及血液學的基礎知識至關重要。

核心觀念：  
- 胚胎發育過程中，造血功能的發展經歷多個階段。  
- 最早的造血器官是『卵黃囊』，隨後是『肝臟』。  
- 肝臟的造血功能在胚胎發育的特定時期開始。  

解析：  
1. 在胚胎發育的早期，造血主要由『卵黃囊』負責，這一階段大約在第3週開始。  
2. 隨著胚胎的發展，肝臟成為主要的造血器官，這一過程通常在第6週開始。  
3. 到了第12週，肝臟的造血功能進一步增強，並持續到胎兒期的後期。  
4. 第16週時，肝臟的造血功能達到高峰，並且在出生後，造血功能會逐漸轉移到『骨髓』。  

結論：根據上述分析，肝臟的造血功能最早開始於胚胎的第六週，因此正確答案為 (A) 第六週。"
20,肛管(anal canal)的形成涉及哪兩個結構的融合？,泌尿生殖膜(urogenital membrane) 和肛膜(anal membrane),肛膜(anal membrane)和後腸,泌尿生殖膜(urogenital membrane)和泄殖腔膜(cloaca membrane),後腸(hindgut)和外胚層(ectoderm)/原肛(proctodeum),D,,消化系統胚胎學 陳永佳,"📖 chatGPT 學長背景知識  
肛管的形成是胚胎發育中的一個重要過程，涉及多個結構的相互作用。肛管的發育主要源自於後腸和外胚層的融合，這一過程對於正常的消化和排泄功能至關重要。

核心觀念：  
- 肛管的形成涉及『後腸(hindgut)』和『外胚層(ectoderm)』的融合。  
- 外胚層的部分形成『原肛(proctodeum)』，是肛管的外部結構。  
- 後腸是消化道的末端部分，負責形成肛管的內部結構。  
- 在胚胎發育過程中，這兩個結構的融合形成了完整的肛管，並且在出生後發展為功能性結構。  

解析選項：  
(A) 泌尿生殖膜(urogenital membrane) 和肛膜(anal membrane)  
- 此選項不正確，因為肛膜是肛管的外部結構，但並不涉及肛管的形成。  

(B) 肛膜(anal membrane)和後腸  
- 此選項不正確，肛膜是肛管的外部結構，並不直接參與形成過程。  

(C) 泌尿生殖膜(urogenital membrane)和泄殖腔膜(cloaca membrane)  
- 此選項不正確，因為這兩個結構與肛管的形成無關。  

(D) 後腸(hindgut)和外胚層(ectoderm)/原肛(proctodeum)  
- 此選項正確，因為後腸和外胚層的融合形成了肛管的結構。  

結論：正確答案為(D) 後腸(hindgut)和外胚層(ectoderm)/原肛(proctodeum)。"
21,關於功能性便秘的定義(ROME IV)，一週排便需小於幾次？,1,2,3,4,C,,消化系統簡介 王耀廣,"📖 chatGPT 學長背景知識  
功能性便秘是一種常見的消化系統疾病，其診斷依據主要來自於『ROME IV』標準。該標準提供了一系列的診斷準則，以幫助醫療專業人員準確識別和治療此類疾病。

核心觀念：  
- 功能性便秘的定義依據『ROME IV』標準。  
- 主要特徵包括排便頻率減少、排便困難或不完全排便感。  
- 根據『ROME IV』，功能性便秘的診斷需滿足以下條件：  
  - 一週內排便次數少於『3次』。  
  - 伴隨至少兩項以下症狀：  
    1. 排便困難  
    2. 便便硬  
    3. 便秘時需用力  
    4. 排便不完全感  
    5. 便秘時需使用手法協助排便  

根據以上定義，正確答案為 (C) 3。"
22,以下何者非便秘的警示症狀(alarm symptom)？,血便,體重減輕,貧血,吃軟便藥無效,D,,消化系統簡介 王耀廣,"📖 chatGPT 學長背景知識  
便秘是一種常見的消化系統問題，通常定義為排便頻率減少或排便困難。便秘的警示症狀（alarm symptoms）是指在評估便秘時，可能提示潛在嚴重疾病的症狀。了解這些症狀有助於及早發現可能的病理狀況。

核心觀念：  
- 便秘的警示症狀包括：  
  - 『血便』：可能提示腸道出血或腫瘤。  
  - 『體重減輕』：可能表示潛在的惡性腫瘤或其他系統性疾病。  
  - 『貧血』：可能由於慢性出血或營養不良引起，需進一步評估。  
  - 『吃軟便藥無效』：雖然這可能表示便秘的嚴重性，但不一定是警示症狀。

解析：  
在選項中，(A) 血便、(B) 體重減輕、(C) 貧血均為便秘的警示症狀，因為它們可能暗示著潛在的嚴重疾病，如腸道腫瘤或其他病理狀況。相對而言，(D) 吃軟便藥無效雖然顯示便秘的嚴重性，但並不直接指向潛在的危險疾病，因此不被視為警示症狀。

結論：  
正確答案為 (D) 吃軟便藥無效，因為這並非便秘的警示症狀。"
23,Peutz-Jeghers syndrome 的表現最不可能有以下何者,黏膜皮膚色素堆積,骨肉瘤(Osteosarcoma),多發腸胃道息肉,大腸癌,B,,消化道病理學 馬佑鈞,"📖 chatGPT 學長背景知識  
Peutz-Jeghers syndrome（PJS）是一種遺傳性疾病，主要特徵為多發性腸胃道『息肉』及『黏膜』和『皮膚』的色素沉著。此症候群與多種腫瘤風險增加有關，特別是『大腸癌』和其他腫瘤。

核心觀念：  
- Peutz-Jeghers syndrome（PJS）是由STK11基因突變引起的遺傳性疾病。  
- 主要表現包括：  
  - 『黏膜皮膚色素堆積』：患者通常在嘴唇、口腔及手掌等部位出現褐色或藍黑色的色素斑。  
  - 『多發腸胃道息肉』：患者會有多個良性息肉，通常在小腸及大腸中發現。  
  - 『大腸癌』：PJS患者的腫瘤風險顯著增加，特別是大腸癌及胰臟癌。  

- 『骨肉瘤（Osteosarcoma）』：雖然PJS患者有增加多種腫瘤的風險，但骨肉瘤並不是此症候群的典型表現，且其發生率相對較低。

解析選項：  
(A) 黏膜皮膚色素堆積：符合PJS的典型表現。  
(B) 骨肉瘤(Osteosarcoma)：不常見，且不是PJS的主要表現。  
(C) 多發腸胃道息肉：符合PJS的典型表現。  
(D) 大腸癌：符合PJS的典型表現。  

結論：  
根據上述分析，Peutz-Jeghers syndrome的表現中，最不可能出現的選項為(B) 骨肉瘤(Osteosarcoma)。"
24,"腸胃道基質瘤(gastrointestinal stromal tumor, GIST)最不常見的突變基因是：",PDGFRA,PDGFRB,SDH,c-KIT,B,,消化道病理學 馬佑鈞,"📖 chatGPT 學長背景知識  
腸胃道基質瘤（GIST）是一種起源於腸胃道的間葉組織腫瘤，主要由平滑肌細胞或間質細胞組成。GIST 的發生與特定基因突變有關，尤其是與『c-KIT』和『PDGFRA』基因的突變密切相關。這些突變會導致細胞增殖和生存的異常，進而促進腫瘤的發展。

核心觀念：
- GIST 的主要驅動基因突變包括：
  - 『c-KIT』基因：最常見的突變基因，約 75%-80% 的 GIST 患者有此突變。
  - 『PDGFRA』基因：第二常見的突變基因，約 5%-10% 的 GIST 患者有此突變。
  - 『PDGFRB』基因：相對較少見的突變，與 GIST 的關聯性較低。
  - 『SDH』基因：與家族性 GIST 及某些特定類型的 GIST 相關，突變率較低。

- 在選項中，『PDGFRA』和『c-KIT』是最常見的突變基因，而『SDH』和『PDGFRB』則相對較少見。
- 根據目前的研究，『PDGFRB』基因的突變在 GIST 中最不常見。

結論：根據上述分析，腸胃道基質瘤中最不常見的突變基因是 (B) PDGFRB。"
25,有關克隆氏病(Crohn disease)的敘述，下列何者最正確？,好發於小腸及右半結腸,常出現連續性病灶,病理特徵是表淺的潰瘍,腸壁纖維化不是常見的併發症,A,,消化道病理學 馬佑鈞,"📖 chatGPT 學長背景知識  
克隆氏病（Crohn disease）是一種慢性炎症性腸病，主要影響消化道的任何部分，最常見於小腸和結腸。其病理特徵及臨床表現具有多樣性，以下是對題目選項的詳細解析。

核心觀念：  
- 克隆氏病的好發部位主要為『小腸』及『右半結腸』。  
- 病變通常呈現『不連續性』，即病灶之間有正常腸道組織。  
- 病理特徵包括『深層潰瘍』及『腸壁纖維化』，而非表淺潰瘍。  
- 腸壁『纖維化』及『狹窄』是克隆氏病的常見併發症之一。  

選項解析：  
(A) 好發於小腸及右半結腸  
- 正確。克隆氏病最常見於小腸，特別是末端迴腸及右半結腸。

(B) 常出現連續性病灶  
- 錯誤。克隆氏病的病灶通常是『不連續性』的，與潰瘍性結腸炎不同，後者的病灶是連續的。

(C) 病理特徵是表淺的潰瘍  
- 錯誤。克隆氏病的病理特徵是『深層潰瘍』，並且可能伴隨腸壁的纖維化和狹窄。

(D) 腸壁纖維化不是常見的併發症  
- 錯誤。腸壁『纖維化』及『狹窄』是克隆氏病的常見併發症，可能導致腸梗阻。

結論：  
正確答案為 (A)。克隆氏病的特徵包括好發於小腸及右半結腸，並且病灶呈現不連續性，伴隨深層潰瘍及腸壁纖維化等併發症。"
26,在大腸癌產生機轉中，adenoma-carcinoma sequence 與什麼基因異常較無關係？,KRAS,APC,SMAD,MLH1,D,,消化道病理學 馬佑鈞,"📖 chatGPT 學長背景知識  
大腸癌的發展通常遵循『腺瘤-癌症序列』(adenoma-carcinoma sequence)，這是一個漸進式的過程，從良性的腺瘤轉變為惡性的癌症。這一過程涉及多種基因的突變和異常，主要包括腫瘤抑制基因和原癌基因的變化。

核心觀念：  
- 『腺瘤-癌症序列』是大腸癌發展的主要機制。  
- 主要基因異常包括：  
  - 『APC』基因：作為腫瘤抑制基因，早期突變與腺瘤形成有關。  
  - 『KRAS』基因：原癌基因，通常在腺瘤進一步轉變為癌症時突變。  
  - 『SMAD』基因：參與轉化生長因子β（TGF-β）信號通路，與腫瘤進展有關。  
- 『MLH1』基因：主要與『遺傳性非息肉性大腸癌』(Lynch syndrome) 相關，並不直接參與腺瘤-癌症序列。

解析選項：  
(A) KRAS：與腺瘤轉變為癌症密切相關，故不正確。  
(B) APC：早期突變是腺瘤形成的關鍵，故不正確。  
(C) SMAD：雖然與腫瘤進展有關，但不如APC和KRAS直接參與腺瘤-癌症序列，故可能是正確答案。  
(D) MLH1：主要與遺傳性非息肉性大腸癌相關，與腺瘤-癌症序列的關聯性較低，故為正確答案。

結論：在大腸癌的『腺瘤-癌症序列』中，與之較無關的基因異常是(D) MLH1。"
27,何種淋巴癌與胃幽門螺旋桿菌感染最相關？,anaplastic large cell lymphoma,Burkitt lymphoma (伯基氏淋巴癌),marginal zone (邊緣區) lymphoma of mucosa-associated lymphoid tissue (黏膜淋巴組織),mantle cell (被套細胞) lymphoma,C,,消化道病理學 馬佑鈞,"📖 chatGPT 學長背景知識  
淋巴癌是一類源自淋巴系統的惡性腫瘤，與多種感染、免疫狀態及環境因素有關。胃幽門螺旋桿菌（Helicobacter pylori, H. pylori）是一種與胃部疾病密切相關的細菌，研究顯示其與某些淋巴癌類型之間存在關聯。

核心觀念：  
- 胃幽門螺旋桿菌感染與『淋巴癌』的關聯性  
- 特定淋巴癌類型與『慢性炎症』及『免疫反應』的關係  
- 相關淋巴癌類型的特徵及流行病學數據  

解析：  
1. **淋巴癌類型概述**  
   - (A) **anaplastic large cell lymphoma**：這是一種高度惡性的淋巴瘤，通常與病毒感染（如EB病毒）有關，與H. pylori的關聯性較低。  
   - (B) **Burkitt lymphoma**：這種淋巴癌多見於兒童，與EB病毒感染有關，與H. pylori無明顯關聯。  
   - (C) **marginal zone lymphoma of mucosa-associated lymphoid tissue (MALT lymphoma)**：這是一種與慢性炎症有關的淋巴癌，特別是與H. pylori感染密切相關。  
   - (D) **mantle cell lymphoma**：這種淋巴癌通常與慢性淋巴增生有關，與H. pylori的關聯性不明顯。  

2. **H. pylori與淋巴癌的關聯**  
   - H. pylori感染可導致胃部的慢性炎症，進而引發淋巴組織的增生，形成MALT淋巴瘤。  
   - MALT淋巴瘤的發展通常需要長期的H. pylori感染，並且在治療H. pylori後，部分患者的淋巴瘤可逆轉或縮小。  

3. **結論**  
   - 根據上述分析，最與胃幽門螺旋桿菌感染相關的淋巴癌類型為 **(C) marginal zone lymphoma of mucosa-associated lymphoid tissue (MALT lymphoma)**。  
   - 此外，早期診斷及治療H. pylori感染對於預防及治療相關淋巴癌具有重要意義。  

總結來說，MALT淋巴瘤是與H. pylori感染最相關的淋巴癌類型，這一點在臨床上具有重要的診斷和治療意義。"
28,在大腸癌產生機轉中，the mismatch repair pathway 與什麼基因異常較無關係？,MDM2,BRAF,BAX,TCF4,A,,消化道病理學 馬佑鈞,"📖 chatGPT 學長背景知識  
在大腸癌的發展中，基因異常與『錯配修復途徑』(mismatch repair pathway) 的關聯性是重要的研究方向。錯配修復途徑主要負責修復DNA複製過程中產生的錯誤，當此途徑失效時，可能導致微衛星不穩定性(MSI)及腫瘤的形成。

核心觀念：  
- 『錯配修復途徑』：主要涉及修復DNA複製中的錯誤，與多種癌症的發展有關，特別是大腸癌。  
- 『基因異常』：在大腸癌中，某些基因的突變或異常與錯配修復途徑的功能失常有關。  
- 主要相關基因：  
  - 『BRAF』：常見於大腸癌，特別是微衛星不穩定性(MSI)的腫瘤中，與錯配修復途徑有關。  
  - 『MDM2』：與腫瘤抑制基因p53的調控有關，與錯配修復途徑的直接關聯性較低。  
  - 『BAX』：參與細胞凋亡的調控，與大腸癌的發展有一定關聯，但不直接影響錯配修復途徑。  
  - 『TCF4』：參與Wnt信號通路，與大腸癌的發展有關，但與錯配修復途徑的關聯性較低。  

解析選項：  
(A) MDM2：雖然與腫瘤形成有關，但與錯配修復途徑的關聯性較低。  
(B) BRAF：與錯配修復途徑有明顯關聯，特別是在MSI腫瘤中。  
(C) BAX：雖然與癌症有關，但不直接影響錯配修復途徑。  
(D) TCF4：與大腸癌有關，但與錯配修復途徑的關聯性較低。  

結論：  
根據以上分析，選擇『A) MDM2』作為與錯配修復途徑較無關的基因異常。"
29,一位80歲男性因嘔吐來急診，醫師檢查嘔吐物時發現內含膽汁，則最可能是下列那種疾病？,大腸癌,胃癌,食道腫瘤,胰管癌,A,,消化道病理學 馬佑鈞,"📖 chatGPT 學長背景知識  
- 嘔吐物中出現『膽汁』通常表示腸道內容物逆流至胃部，這可能與腸道阻塞或腸道病變有關。  
- 『膽汁』是由肝臟產生，儲存在膽囊中，主要功能是幫助消化脂肪。當腸道受到阻塞時，膽汁可能會回流至胃部並隨之嘔吐。  
- 年長患者出現嘔吐，特別是伴隨膽汁，需考慮惡性腫瘤或其他消化道病變。  

解析選項：  
(A) 大腸癌  
- 大腸癌通常不會直接導致膽汁嘔吐，除非有腸道完全阻塞，但這並不常見。  

(B) 胃癌  
- 胃癌可能導致嘔吐，但通常不會導致膽汁出現，因為胃的解剖位置不會直接影響膽汁的排出。  

(C) 食道腫瘤  
- 食道腫瘤可能導致吞嚥困難和嘔吐，但也不常見膽汁嘔吐的情況。  

(D) 胰管癌  
- 胰管癌可能導致膽道阻塞，進而引起膽汁回流至胃部，導致嘔吐物中出現膽汁。這是最符合題意的選項。  

結論：根據上述分析，最可能的疾病為『胰管癌』(D)。"
30,出生三週的男孩，餵食時常出現嘔吐，進而演變成不含膽汁的嘔吐，身體檢查發現腹部有一腫塊，最可能的診斷為何？,胃腸道基質細胞瘤(GIST),巨結腸(megacolon),幽門狹窄(pyloric stenosis),"壞死性小腸結腸炎(Necrotizing enterocolitis, NEC)",C,,消化道病理學 馬佑鈞,"📖 chatGPT 學長背景知識  
- 本題涉及新生兒的消化系統問題，特別是嘔吐的原因及其相關診斷。  
- 新生兒期的嘔吐常見於多種病理狀況，需根據臨床表現及檢查結果進行鑑別診斷。  

核心觀念：  
- 嘔吐的性質：初期為『含膽汁』，後期變為『不含膽汁』，提示腸道阻塞。  
- 腹部腫塊：可能指示腸道或其他腹部器官的病變。  
- 年齡：三週大的男孩，需考慮常見於此年齡段的疾病。  

逐項分析選項：  
(A) 胃腸道基質細胞瘤(GIST)  
- GIST在新生兒中相對罕見，且通常不會表現為急性嘔吐或腹部腫塊。  

(B) 巨結腸(megacolon)  
- 巨結腸通常伴隨便秘，且不常見於出生三週的嬰兒，且不一定會導致嘔吐。  

(C) 幽門狹窄(pyloric stenosis)  
- 幽門狹窄常見於出生後3-12週的男嬰，表現為『不含膽汁』的嘔吐，且可伴隨腹部腫塊（幽門腫塊）。  

(D) 壞死性小腸結腸炎(Necrotizing enterocolitis, NEC)  
- NEC通常發生在早產兒，且多伴隨腹脹、血便等症狀，且不常見於出生三週的足月嬰兒。  

結論：  
根據上述分析，最符合病史及臨床表現的診斷為『幽門狹窄(pyloric stenosis)』，因為其典型的嘔吐特徵及腹部腫塊的存在。正確答案為(C)。"
