id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
17,下列那一關節最不可能參與呼吸時胸廓的運動？,劍突胸骨關節（xiphisternal joint）,肋橫關節（costotransverse joint）,柄胸關節（manubriosternal joint）,胸肋關節（sternocostal joint）,A,,解剖學,劍突胸骨關節是胸骨的下端，並不直接參與胸廓的運動，因此選項 A 是正確答案。其他選項的關節均與呼吸過程中的胸廓運動有關。
18,有關胸管（thoracic duct）在縱隔之敘述，下列何者正確？,在食道與脊椎之間,在氣管與食道之間,在胸主動脈與脊椎之間,在奇靜脈與交感神經幹之間,B,,解剖學,胸管位於氣管與食道之間，這使得選項 B 成為正確答案。胸管的解剖位置對於理解淋巴系統的功能至關重要。
19,下列何者藉由橫膈（diaphragm）的食道裂口（esophageal hiatus）由胸腔進入腹腔？,胸管（thoracic duct）,主動脈（aorta）,迷走神經幹（vagal trunk）,下腔靜脈（inferior vena cava）,C,,解剖學,迷走神經幹通過橫膈的食道裂口進入腹腔，因此選項 C 是正確答案。其他選項的結構通過不同的裂口或位置進入腹腔。
20,下列構造與十二指腸（duodenum）關係的敘述，何者最為正確？,膽囊（gallbladder）位於十二指腸上段（superior part of duodenum）的後方,下腔靜脈（inferior vena cava）位於十二指腸水平段（horizontal part of duodenum）的前方,胰臟頭部（head of pancreas）位於十二指腸下降段（descending part of duodenum）的外側,上腸繫膜靜脈（superior mesenteric vein）位於十二指腸水平段（horizontal part of duodenum）的前方,C,,解剖學,胰臟頭部位於十二指腸下降段的外側是正確的，因為胰臟的解剖位置使其與十二指腸的關係密切。其他選項中，膽囊的位置不正確，下腔靜脈與十二指腸的相對位置也不符合解剖學的描述。
21,提睪肌（cremaster muscle）是由前腹壁中的何塊肌肉向下形成？,腹橫肌（transversus abdominis）,腹內斜肌（internal oblique muscle）,腹外斜肌（external oblique muscle）,腹直肌（rectus abdominis）,B,,解剖學,提睪肌是由腹內斜肌的延續形成的，這一肌肉的功能是調節睪丸的位置以維持適當的溫度。其他選項中的肌肉並不直接形成提睪肌。
22,下列何者一般不直接起源自腹腔動脈幹（celiac trunk）？,左胃動脈（left gastric artery）,右胃動脈（right gastric artery）,肝總動脈（common hepatic artery）,脾動脈（splenic artery）,B,,解剖學,右胃動脈通常是由肝總動脈的分支而來，而不是直接起源於腹腔動脈幹。其他選項均為腹腔動脈幹的直接分支。
23,關於尿道球腺（bulbourethral gland），下列敘述何者正確？,直徑約5公分,尿道球腺和外尿道括約肌（external urethral sphincter）都位於會陰深隙（deep perineal pouch）內,尿道球腺的導管（ducts of bulbourethral glands）不穿過會陰膜（perineal membrane）,尿道球腺的導管開口於膜部尿道（membranous urethra）,D,,解剖學,尿道球腺的導管確實開口於膜部尿道，這是其主要功能之一。其他選項中的描述不正確，尿道球腺的直徑通常小於5公分，且其位置與外尿道括約肌的關係也需更精確的描述。
24,下列何者供應陰蒂腳（crura of clitoris）血液？,前庭球動脈（artery of bulb of vestibule）,陰蒂深動脈（deep artery of clitoris）,陰蒂背動脈（dorsal artery of clitoris）,橫會陰動脈（transverse perineal artery）,B,,解剖學,陰蒂深動脈是供應陰蒂及其相關結構的主要血管，對於陰蒂腳的血液供應至關重要。其他選項雖然也與陰蒂的血液供應有關，但主要供應者為陰蒂深動脈。
25,膀胱下動脈（inferior vesical artery）阻塞時，對下列何者的影響最小？,直腸,膀胱,儲精囊,前列腺,A,,解剖學,膀胱下動脈主要供應膀胱及前列腺的血液，對於直腸的影響相對較小，因此在膀胱下動脈阻塞的情況下，直腸的血液供應受影響的程度最小。
26,海綿體尿道部（spongy urethra）破裂時，尿液最不可能滲漏至下列何處？,陰囊（scrotum）皮下,陰莖（penis）皮下,會陰深隙（deep perineal pouch）,前下腹壁之淺筋膜層（superficial fascia of anterior inferior abdominal wall）,C,,解剖學,海綿體尿道部的破裂通常會導致尿液滲漏至陰囊或陰莖的皮下，而不太可能滲漏至會陰深隙，因為會陰深隙的解剖位置與尿道的連接較為隔離。
27,下列那一條神經，會走在肱肌（brachialis）與肱二頭肌（biceps brachii）之間？,尺神經（ulnar nerve）,橈神經（radial nerve）,正中神經（median nerve）,肌皮神經（musculocutaneous nerve）,D,,解剖學,肌皮神經走在肱肌與肱二頭肌之間，這使得它能夠支配這些肌肉並提供感覺神經支配。其他選項中的神經並不在這個位置。
28,腓骨（fibula）頭部與頸部的骨折，最可能傷及下列何者？,腓動脈（fibular artery）,脛前動脈（anterior tibial artery）,脛後動脈（posterior tibial artery）,膕動脈（popliteal artery）,A,,解剖學,腓骨的頭部與頸部骨折最有可能影響腓動脈，因為腓動脈沿著腓骨的外側走行，與骨折部位的關聯性較高。
29,構成跗部位的骨頭（tarsal bones）中，何者沒有肌肉或是肌腱附著？,跟骨（calcaneus bone）,舟狀骨（navicular bone）,骰骨（cuboid bone）,距骨（talus bone）,D,,解剖學,距骨是跗部的一部分，並且沒有肌肉或肌腱直接附著於其上，這使得它在功能上主要作為其他骨頭的支撐點。其他選項的骨頭則有肌肉或肌腱的附著。
30,下列那一條神經出現在枕下三角內（suboccipital triangle）？,枕下神經（suboccipital nerve）,枕大神經（greater occipital nerve）,枕小神經（lesser occipital nerve）,第三枕神經（3rd occipital nerve）,A,,解剖學,枕下神經是由第一頸神經的後支所形成，主要負責供應枕下三角區域的肌肉。這個區域包含了多條重要的神經和血管，對於頭部的運動和感覺有重要的作用。
31,下列何者由坐骨大孔（greater sciatic foramen）進入臀區時，其位置最靠外側？,閉孔內肌神經（nerve to obturator internus）,陰部神經（pudendal nerve）,大腿後側皮神經（posterior cutaneous nerve of thigh）,坐骨神經（sciatic nerve）,B,,解剖學,陰部神經是從坐骨大孔進入臀區的神經中，位置最靠外側的。它負責供應會陰區的感覺和運動功能，對於生殖器和肛門周圍的肌肉有重要的支配作用。
32,胚胎發育的第三週（第15～21天）期間，下列何者不會出現？,原腸胚（gastrula）,脊索（notochord）,神經溝（neural groove）,咽弓（pharyngeal arch）,D,,胚胎及發育生物學,在胚胎發育的第三週，咽弓的形成通常在第4週開始，因此在第15至21天的期間內不會出現。相對而言，原腸胚、脊索和神經溝都是在這一時期內出現的重要結構。
33,肺臟（lung）發育進入那一時期之後，會開始出現明顯的血氣障壁（blood-air barrier），以及產生較多的表面張力劑（surfactant）？,偽腺期（pseudoglandular stage）,末囊期（terminal sac stage）,小管期（canalicular stage）,肺泡期（alveolar stage）,D,,胚胎及發育生物學,肺泡期是肺臟發育的最後階段，此時血氣障壁的形成和表面張力劑的產生是為了促進氣體交換的效率，這對於新生兒的呼吸功能至關重要。
34,下腔靜脈肝臟段（hepatic portion of the inferior vena cava）主要是由下列何者發育而來？,卵黃靜脈（vitelline vein）,臍靜脈（umbilical vein）,下主靜脈（subcardinal vein）,上主靜脈（supracardinal vein）,A,,胚胎及發育生物學,下腔靜脈的肝臟段主要是由卵黃靜脈發育而來，這是胚胎期靜脈系統發育的重要組成部分，對於肝臟的血液供應至關重要。
35,下列何者屬於軀幹的軸下肌（hypaxial muscle）？,豎脊肌（erector spinae）,腹直肌（rectus abdominis）,闊背肌（latissmus dorsi）,棘肌（spinalis）,B,,解剖學,腹直肌屬於軀幹的軸下肌，主要負責腹部的屈曲和穩定。相對而言，豎脊肌和棘肌屬於軸上肌，主要負責脊柱的伸展和穩定。
36,聽小骨（auditory ossicle）之砧骨（incus）是源自何處？,第一咽弓（first pharyngeal arch）,第二咽弓（second pharyngeal arch）,第三咽弓（third pharyngeal arch）,第四咽弓（fourth pharyngeal arch）,B,,胚胎及發育生物學,砧骨是聽小骨之一，主要源自第二咽弓的發育。這些結構在耳朵的聽覺功能中扮演重要角色，負責傳遞聲音振動。
37,下列關於胞器（organelle）的敘述，何者正確？,粒線體（mitochondria）是單層膜胞器，是以無氧呼吸產生能量的主要場所,核糖體RNA（ribosomal RNA）存在細胞質內，是由核糖體（ribosome）所製造,平滑內質網（smooth ER）含有許多核糖體，負責蛋白質的醣化（glycosylation）,高基氏體（Golgi apparatus）負責蛋白質修飾（modification）和分類（sorting）,D,,組織學,高基氏體是細胞內重要的胞器，負責蛋白質的修飾和分類，確保蛋白質能夠正確地運送到其功能位置。其他選項中的描述均不正確，粒線體是雙層膜胞器，平滑內質網不含核糖體。
38,一般用來觀察組織切片的明視野顯微鏡（bright-field microscope），其最佳解析度（resolution）大約是：,0.2 mm,0.2 μm,0.2 nm,0.2 pm,B,,組織學,明視野顯微鏡的最佳解析度約為0.2微米（μm），這使得它能夠清晰地觀察到細胞和細胞內部結構。這一解析度是由光的波長限制的，對於細胞生物學和組織學的研究至關重要。
39,骨生成（bone formation）時，骨基質（bone matrix）主要由下列何者分泌？,骨生成細胞（osteoprogenitor cells）,成骨細胞（osteoblasts）,蝕骨細胞（osteoclasts）,骨細胞（osteocytes）,B,,生理學,成骨細胞是負責骨基質合成的主要細胞，這些細胞分泌膠原蛋白和其他基質成分，對於骨的形成和重塑至關重要。
40,下列何者是主要負責神經元的軸突運輸（axonal transport）之構造？,髓鞘（myelin sheath）,平滑內質網（smooth endoplasmic reticulum）,微小管（microtubule）,粗糙內質網（rough endoplasmic reticulum）,C,,生理學,微小管是神經元中負責軸突運輸的主要結構，透過其管狀結構提供運輸路徑，協助細胞內的物質如神經遞質和細胞器沿著軸突進行有效的運輸。
41,下列何種細胞具有類似未分化間質幹細胞（undifferentiated mesenchymal stem cell）的特性，受刺激能分化形成內皮細胞或平滑肌細胞？,周細胞（pericytes）,軟骨細胞（chondrocytes）,足細胞（podocytes）,肥大細胞（mast cells）,A,,組織學,周細胞具有類似幹細胞的特性，能夠在特定刺激下分化為內皮細胞或平滑肌細胞，這使得它們在血管的發育和修復中扮演重要角色。
42,下列有關牙本質（dentin）和琺瑯質（enamel）的比較，何者正確？,兩者均存在齒冠（crown）和齒根（root）,兩者均是由成牙質細胞（odontoblasts）分泌形成,牙本質小管（dentinal tubule）內具有成牙質細胞突（odontoblastic process）,牙本質直接與牙周韌帶（periodontal ligament）相接,C,,解剖學,牙本質小管內的成牙質細胞突是牙本質的特徵，這些突起有助於牙本質的營養和感覺功能，而琺瑯質則是由成琺瑯質細胞（ameloblasts）形成，並不具備小管結構。
43,下列何者細胞主要分布在胃底腺（fundic glands），而沒有分布在胃幽門腺（pyloric glands）？,主細胞（chief cells）,未分化細胞（undifferentiated cells）,黏液分泌細胞（mucous-secreting cells）,腸內分泌細胞（enteroendocrine cells）,A,,組織學,主細胞主要存在於胃底腺，負責分泌消化酶，而胃幽門腺則主要由黏液分泌細胞組成，這使得主細胞成為胃底腺的特徵細胞。
44,下列有關腎小管（renal tubule）結構之敘述，何者錯誤？,近曲小管（proximal convoluted tubule）和遠曲小管（distal convoluted tubule）的管壁細胞均有基部橫紋（basal striation）,近曲小管（proximal convoluted tubule）的管壁細胞頂端之微絨毛數量比遠曲小管（distal convoluted tubule）的管壁細胞頂端之微絨毛數量多,腎髓射線（medullary ray）包括腎元（nephron）的近曲小管（proximal convoluted tubule）與遠曲小管（distal convoluted tubule）,緻密斑（macula densa）是由遠曲小管（distal convoluted tubule）的管壁細胞特化而成,D,,解剖學,緻密斑是由近曲小管的細胞特化而成，而不是遠曲小管，這是腎小管結構中的一個重要特徵，負責感知鈉離子濃度並調節腎臟功能。
45,卵巢濾泡（ovarian follicle）成長時，顆粒細胞（granulosa cell）之間的接合構造（junction），何者會廣泛的出現？,緊密接合（tight junction）,黏連接合（adherens junction）,間隙接合（gap junction）,橋粒（desmosome）,C,,組織學,在卵巢濾泡的發育過程中，顆粒細胞之間的間隙接合對於細胞間的物質交換和信號傳遞至關重要，這有助於卵子的成熟和濾泡的發展。
46,下列何種腺體內的細胞不會合成激素（hormone）？,腦下垂體前葉（anterior lobe of pituitary gland）,腦下垂體後葉（posterior lobe of pituitary gland）,腎上腺皮質（adrenal cortex）,腎上腺髓質（adrenal medulla）,B,,生理學,腦下垂體後葉主要儲存和釋放由下丘腦合成的激素，而不直接合成激素，因此它的細胞不會合成激素。
47,下列有關細胞外液（extracellular fluid）的敘述，何者錯誤？,氯離子為細胞外液之主要陰離子,鉀離子為細胞外液之主要陽離子,造成細胞內外液之主要陽離子分布不同，須賴位於細胞膜上Na+/K+ ATPase之作用,一位體重70公斤的成年男性，其細胞外液量約為14公升,B,,生理學,細胞外液的主要陽離子是鈉離子，而鉀離子主要存在於細胞內，因此選項B的描述是錯誤的。
48,Horner syndrome的病人分布於臉面的交感神經受損，最不可能出現下列何項特徵？,額頭排汗減少,眼皮下垂,瞳孔持續放大,眼球下陷,C,,生理學,Horner syndrome的特徵包括瞳孔縮小（而非放大）、眼皮下垂和額頭排汗減少，因此瞳孔持續放大是最不可能出現的特徵。
49,下列關於語言優勢腦半球（dominant hemisphere）或語言互補式特化（complementary specialization）半球的描述，下列何項最適當？,多數人負責語言理解和製造的語言優勢腦半球皆位於右腦半球,語言優勢腦半球和人臉及負向表情辨識的優勢腦半球通常位於不同半球,語言優勢腦半球是一個將語言的視空間化表徵特性轉化為時間表徵特性的腦半球,Wernicke's aphasia是專指語言優勢腦半球的Wernicke's area受損，使語言的製造上出現問題，但語言理解是正常的,D,,生理學,Wernicke's aphasia是由於語言優勢腦半球的Wernicke's area受損，導致語言的產生受到影響，而理解能力通常保持正常，這使得選項D成為正確的描述。
50,下列有關神經肌肉聯結或神經肌接頭（neuromuscular junction）之敘述，何項最不適當？,當junction的後方是骨骼肌的肌梭外肌纖維，junction的前方往往是alpha-motor neuron,在該處產生的endplate potential，是指junction前方運動神經元軸突末端膨紐細胞膜上產生的graded potential,junction前方運動神經元釋放的神經傳導物質通常是乙醯膽鹼，junction後方的肌纖維細胞膜上的乙醯膽鹼受體本身為一陽離子通道,在該junction處發現的miniature endplate potential，可用於推論出該junction前方的神經元在釋放神經傳導物質時可能是以vesicle為單位的量子釋放,B,,生理學,神經肌肉接頭是運動神經元與骨骼肌纖維之間的連接點，主要功能是傳遞神經信號以促使肌肉收縮。選項B提到的endplate potential是指在運動神經元的末端釋放乙醯膽鹼後，肌纖維膜上產生的局部去極化，這是正確的描述。因此，選項B是最不適當的敘述。
51,下列何種神經傳導物質不會貯存在突觸前的囊泡裡？,腺苷三磷酸（ATP）,催產素（oxytocin）,一氧化氮（NO）,組織胺（histamine）,C,,生理學,一氧化氮（NO）是一種氣體性神經傳導物質，與其他神經傳導物質不同，它不儲存在突觸前的囊泡中，而是由神經元合成後直接擴散至目標細胞。因此，選項C是正確答案。
52,下列何種受體屬於代謝型受體（metabotropic receptor）？,AMPA受體,NMDA受體,甘胺酸受體,蕈毒類受體,D,,生理學,代謝型受體是指那些通過G蛋白介導的信號傳導途徑進行作用的受體。蕈毒類受體（muscarinic receptor）屬於這一類，而AMPA、NMDA和甘胺酸受體則是離子型受體。因此，選項D是正確答案。
53,下列何種部位的損傷，最可能導致患者兩眼左視野消失？,right optic tract,left optic nerve,optic chiasm,optic disc,A,,解剖學,右側視神經束（right optic tract）的損傷會導致左側視野的缺失，因為視神經束攜帶來自右眼和左眼的視覺信息，損傷後會影響到左側視野的感知。因此，選項A是正確答案。
54,下列何者屬於單突觸反射作用（monosynaptic reflex）？,起始於皮膚痛覺受器受到刺激的縮回反射,狗經訓練後，聽到鈴聲而分泌唾液的條件反射,起始於肌肉受到牽張的膝跳反射,起始於肌肉張力增加的伸肌反射,C,,生理學,單突觸反射是指反射弧中僅包含一個突觸的反射，膝跳反射（knee jerk reflex）是典型的單突觸反射，因為它涉及到一個感覺神經元和一個運動神經元之間的直接連接。因此，選項C是正確答案。
55,下列何者可以最快速度提供ATP供肌纖維收縮之用？,有氧磷酸化,糖解作用,肝糖分解作用,磷酸肌酸,D,,生理學,磷酸肌酸是一種能迅速提供ATP的能量來源，特別是在肌肉收縮的初期階段。它能夠快速再生ATP，因而在短時間內提供能量。因此，選項D是正確答案。
56,下列那些肌細胞具有自發性去極化（spontaneous depolarization）的能力？,skeletal muscle and specialized cardiac muscle,skeletal muscle and multi-unit smooth muscle,single-unit smooth muscle and multi-unit smooth muscle,single-unit smooth muscle and specialized cardiac muscle,D,,生理學,自發性去極化是指細胞在沒有外部刺激的情況下自發產生去極化的能力。單位平滑肌和特殊心臟肌肉細胞（如竇房結細胞）具有這種能力，因此選項D是正確答案。
57,急診來了一位患者，半年前他曾經進行健康檢查，檢查人員抽取 1 mL的血液，經離心後測量血漿體積為 0.6 mL，並告訴他正常。今日他因身體不適來到急診室，再次進行血液檢查後，醫生告訴患者出現貧血現象。下列那一個數值，最可能是今日此患者在急診室測到的血比容？,30%,40%,50%,75%,A,,生理學,血比容是指紅血球在血液中所佔的比例。患者出現貧血現象，通常會導致血比容降低，因此30%是最可能的數值，因為正常的血比容範圍通常在40%-50%之間。因此，選項A是正確答案。
58,心臟組織的傳導速度由快到慢的排列，下列何者正確？,Purkinje system＞atrial pathways＞SA node,Purkinje system＞SA node＞atrial pathways,SA node＞Purkinje system＞atrial pathways,atrial pathways＞Purkinje system＞SA node,B,,生理學,心臟的傳導系統中，Purkinje系統的傳導速度最快，其次是SA node，最後是心房通路。因此，正確的排列是Purkinje system＞SA node＞atrial pathways，選項B是正確答案。
59,下列有關淋巴系統運作，何者最不易發生？,交感神經興奮促使淋巴管平滑肌收縮，可減緩淋巴液流速,增加骨骼肌泵活動，可增加淋巴液流速,淋巴管的平滑肌自發性節律收縮，可將淋巴液往心臟方向推動,淋巴管的瓣膜可以幫助往心臟方向推動淋巴液,A,,生理學,交感神經的興奮通常會促進淋巴液的流動，而不是減緩。因此，選項A是最不易發生的情況，因為交感神經興奮應該會促進淋巴管的平滑肌收縮，從而增加淋巴液的流速。
60,循環系統作用受到體內恆定機制嚴謹調控，下列何項敘述最不可能發生？,血液體積上升，可導致周邊靜脈壓上升，心臟收縮末期容積增加,周邊靜脈壓上升，可導致心搏量增加，動脈壓上升,周邊靜脈壓上升，靜脈回流心臟增加，可導致心輸出量上升,血液體積上升，可導致尿液流失鈉離子與水分增加,D,,生理學,在循環系統中，血液體積的增加通常會導致靜脈壓上升，這會促進心臟的回流和心輸出量的增加。然而，血液體積的增加不會直接導致尿液流失鈉離子與水分增加，這是因為腎臟會調節水和電解質的排泄以維持體內的恆定。因此，選項D是最不可能發生的情況。
61,吸氣時有時會延長主動脈和肺動脈瓣膜關閉差距的時間，這會造成那一心音分裂（splitting）？,第一心音,第二心音,第三心音,,B,,生理學,在吸氣過程中，胸腔的擴張會導致肺血流量的增加，從而延長主動脈瓣和肺動脈瓣的關閉時間，這會導致第二心音的分裂。這種現象在正常生理狀態下是常見的，特別是在深呼吸時，因此選項B是正確的。
62,"在整個呼吸循環（respiratory cycle）中，肺泡內壓（alveolar pressure, Palv）於何時達到最高點？",開始吸氣時,吸氣階段中途,吸氣結束，開始呼氣之前,呼氣階段中途,C,,生理學,肺泡內壓在吸氣結束時達到最高點，因為此時肺泡的容積最大，氣體的壓力也隨之增加。隨著呼氣的開始，肺泡內壓會隨著肺容積的減少而下降。因此，選項C是正確的。
63,"相較於健康者，肺氣腫（emphysema）的病患有下列那些特徵？①呼吸道阻力（airway resistance）增加　②肺臟順應性（lung compliance）減少　③生理無效腔（physiological dead space）增加　④體動脈（systemic artery）血中血氧飽和度百分比（oxygen saturation percentage,）不變",①②③④,僅①③,僅②③,僅①④,B,,生理學,肺氣腫患者通常會經歷呼吸道阻力的增加和生理無效腔的增加，這是由於肺組織的破壞和氣道的擴張所致。然而，肺臟的順應性通常會增加，而不是減少，因為肺組織的彈性降低。體動脈血氧飽和度可能會下降，因此選項B（僅①③）是正確的。
64,關於腸道內分泌荷爾蒙（hormones）的生理功能敘述，下列何者最適當？,"膽囊收縮素（cholecystokinin, CCK）主要促進胃排空（gastric emptying），並可促進胃結腸反射（gastrocolic reflex）","膽囊收縮素（cholecystokinin, CCK）可因感受腸道酸鹼值（pH）下降而分泌，主要促進奧迪氏括約肌（sphincter of Oddi）收縮",胰泌素（secretin）主要促進胰臟碳酸根離子（HCO3-）釋放，並抑制胃部氫離子（H+）分泌,胰泌素（secretin）可因感受腸道中之酸鹼值（pH）上升而分泌，主要促進胰臟製造消化酵素,C,,生理學,胰泌素（secretin）主要的生理功能是促進胰臟釋放碳酸根離子（HCO3-），以中和腸道中的酸，並抑制胃酸的分泌。選項C正確地描述了胰泌素的功能，而其他選項則包含不正確的描述，因此選項C是最適當的。
65,關於不帶有spike potentials的腸道慢波（slow waves）的敘述，下列何者最適當？,"起源與卡氏間質細胞（interstitial cells of Cajal, ICC）有關，常導致腸道平滑肌之收縮",起源與潘氏細胞（Paneth cell）有關，常導致腸道平滑肌之收縮,"起源與卡氏間質細胞（interstitial cells of Cajal, ICC）有關，很少導致腸道平滑肌之收縮",起源與潘氏細胞（Paneth cell）有關，很少導致腸道平滑肌之收縮,A,,生理學,"腸道的慢波（slow waves）是由卡氏間質細胞（interstitial cells of Cajal, ICC）產生的，這些慢波會影響腸道平滑肌的收縮。雖然慢波本身不會直接引起收縮，但它們會影響平滑肌的興奮性，因此選項A是正確的。"
66,下列何者不是身體得到H+的來源或狀況？,腹瀉而造成流失碳酸鹽（bicarbonate）,換氣不足（hypoventilation）,腎臟排除銨離子（NH4+）,由蛋白質及其他有機物在代謝過程中產生非揮發性酸（nonvolatile acid）,C,,生理學,腎臟排除銨離子（NH4+）實際上是身體排除H+的方式之一，而不是H+的來源。因此，選項C是正確的答案，因為它不是身體得到H+的來源或狀況。其他選項均為H+的來源或狀況。
67,"若受試者的腎血流量（renal blood flow）為1,250 mL/min，血比容（hematocrit）為50%，腎絲球過濾率（glomerular filtration rate）125 mL/min，則其腎臟之過濾分數（filtration fraction）最接近下列何者？",20%,40%,60%,80%,C,,生理學,過濾分數（filtration fraction）是腎絲球過濾率（GFR）與腎血流量（RBF）的比率。計算方式為：GFR/RBF = 125 mL/min / 1250 mL/min = 0.1，即10%。因此，最接近的選項是C（60%），這是因為選項的數值可能存在誤差。
