id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
11,"About ankle and foot, which one is correct?",The peroneal longus tendon attaches to 5th metatarsal base and everts the foot,The cause of Muller Weiss disease is osteonecrosis of navicular bone. The one character of this disease is comma-shape deformity of navicular bone.,The talus is the keystone of transverse arch of foot.,"In the syndesmosis, the tibia is concave and fibular is convex here. The anterior talofibular ligament and posterior talofibular ligament are part of the syndesmosis ligaments.",B,A) B) C) D)是Anterior inferior tibiofibular ligament 才對。,足踝關節之骨科功能解剖學,陳姝蓉,
12,"About the four compartments of leg, which one is wrong?","The posterior tibialis muscle belongs to deep posterior compartment, and is related to adult-acquired flatfoot deformity",The major movement of muscles in anterior compartment is ankle dorsiflexion.,"There are deep peroneal nerve, peroneal longus and brevis in the lateral compartment. The major movement of these muscles is foot eversion.",The plantaris is in superficial posterior compartment and it is a weak ankle plantarflexor.,C,此表格必考 (C)superficial peroneal nerve,足踝關節之骨科功能解剖學,陳姝蓉,
13,Which one is wrong?,"Near 50% of blood supply to talus is from posterior tibial artery, which is in the deep posterior compartment.",The common complication of displaced talar neck fracture is osteonecrosis of talus.,"The anterior talofibular ligament is most easily injured ligament when patients suffer from ankle sprain, and anterior drawer test is often positive while performing physical examination. Repeated ankle sprains may lead to lateral instability of ankle joint.","The negative Thompson test means Achilles tendon rupture. Under this condition, patient totally can’t walk therefore.",D,Thompson test (+)才是 Achilles tendon rupture.,足踝關節之骨科功能解剖學,陳姝蓉,
14,Observe the histological features. What is the correct combination of tissue species and section orientation in the figure?,cross sectioned cardiac muscle,longitudinal sectioned smooth muscle,cross sectioned smooth muscle,cross sectioned skeletal muscle,D,,組織學-肌腱、韌帶、肌肉,陳永佳,
15,What is the structure indicated by the black arrow?,epimysium,perimysium,endomysium,adipocyte,C,此題有申覆說圖並沒有附倍率或者個原始為縮放的圖，因此無法判斷粉紅色的區域是fasicle(被perimysium包圍)還是muscle fiber(被endomysium包圍)，建議(B)(C)都給分。,組織學-肌腱、韌帶、肌肉,陳永佳,
16,"A 20-year-old man with known history of multiple hereditary exostosis syndrome presented with increasing pain in the knee. The patient received surgical removal for the tumor. The tumor had a cartilage cap over 2 cm in thickness. Microscopically, the tumor is partially covered by a layer of perichondrium. However, increased cellularity of the cartilagenous component with nuclear atypia is noted. Which of the following descriptions about this tumor is correct?",This tumor-associated syndrome is inherited in an autosomal recessive manner.,It is associated with loss of function of FGF1 or FGF2 gene.,The tumor tends to arise from epiphysis of long bone.,The tumor may have undergone malignant transformation to chondrosarcoma.,D,Osteochondroma 是最常見的良性骨腫瘤，好發於四肢骨的 metaphysis，特別容易發生在膝蓋附近，但是 cap of cartilage 厚度通常為 1cm，超過則很可能發展成 chondrosarcoma。,肌肉骨骼系統病理學實驗,賴薇安,
17,A 48 year-old man presented with chronic pain and swelling of the right 1st meta-tarsophalangeal joint not responding to medical treatment. Surgery is performed to relieve his symptom. Which of the following description is incorrect?,The H&E slide shows tophi composed of pale-staining amorphous material rimmed by histiocytes.,Needle-shaped crystals are seen through polarized light.,The microscopic findings suggest calcium pyrophosphate crystal deposition disease.,Hyperuricemia plays a role in pathogenesis of the disease.,C,"1st MTP,顯微鏡下淡染、沒有特殊形狀、偏光鏡下看到針狀結晶，可判斷為痛風。",肌肉骨骼系統病理學實驗,賴薇安,
18,"Regarding rhabdomyosarcoma, which of the following statements is less accurate?","The tumor commonly occurs in the head and neck, limbs, and genitourinary system.","Based on its morphology, it can be further classified into embryonal rhabdomyosarcoma, alveolar rhabdomyosarcoma, pleomorphic rhabdomyosarcoma, and spindle cell/sclerotic rhabdomyosarcoma.","Rhabdomyosarcoma may grow near mucosal structures (such as the bladder or vagina) and protrude outward in a grape-like fashion, known as sarcoma botryoides.","Pathologically, the diagnosis of rhabdomyosarcoma can only be made by detecting PAX3-FOXO1 and PAX7-FOXO1 gene variations.",D,PAX3-FOXO1和PAX7-FOXO1 gene variations僅適用於alveolar type，其他type則無此表現。,肌肉骨骼系統病理學實驗,賴薇安,
19,Which of the following statements about the structure of spine is CORRECT?,"The facet joint is composed of superior and inferior facet, and all superior facets face medially, and the inferior facets face laterally.","If you want to check the neural foramen of the cervical spine, you can use the lateral view and oblique view of the cervical spine x-ray.",Vertebral body spans from the anterior column to the posterior column of spine.,"In AP view of thoracic spine x-ray, the tracheal bifurcation can be used to estimate the position of T7.",B,Cervical spine x-ray Oblique view可以看到神經孔。,肌肉骨骼影像解剖學-脊椎,高志銘,
20,Which statement about lumbar spine x-rays is INCORRECT?,"In an oblique view, a Scotty Dog's tail fracture can be seen in the patient with a fracture of the transverse process of spine.",The structure pointed by the arrow in the X-ray below is the facet joint of lumbar spine.,The structure pointed by the arrows in these two X-ray pictures above is the pedicle of the lumbar spine.,"Oblique view is often used to detect pars fractures, and the pars interarticularis is located in the neck of the Scotty Dog in x-ray.",A,(A) Scotty Dog’s tail = superior articular process of opposite side,肌肉骨骼影像解剖學-脊椎,高志銘,The correct answer is A because the statement regarding the Scotty Dog's tail fracture is incorrect; it actually refers to the superior articular process of the opposite side.
21,Which of the following statements about the radiologic anatomy of spine is INCORRECT?,The structure pointed by the arrow in the T2-weighted image of MRI below is the spinal cord.,"In the T2-weighted image of MRI, the intervertebral disc and fat tissue both appear as a relative high signal intensity.",Atlantodens interval (ADI) in cervical spine x-ray lateral view can be used to detect the dislocation between C1 and C2.,The normal thickness of the pre-vertebral soft tissue in the lateral view of cervical spine x-ray should be less than 22mm at C6 level.,A,(A) 箭頭所指為cauda equina,肌肉骨骼影像解剖學-脊椎,高志銘,"The correct answer is A because the structure pointed out is actually the cauda equina, not the spinal cord."
22,Which of the following statements about the structure of spine is NOT true?,"Dens is part of the Atlantoaxial joint, which is responsible for cervical rotation.","Pain-sensitive nerve endings supply the joint capsule, which is the main source of pain in osteoarthritis.",Nutrients of the intervertebral disc are mainly obtained by passive diffusion from the end plate.,The ligamentum flavum is located in the posterior column of the spine and the main function is to limit motion of spine during flexion.,D,,脊椎之骨科功能解剖學,高志銘,The correct answer is D because the ligamentum flavum primarily functions to maintain the stability of the spine and does not limit motion during flexion.
23,Which part of spine does NOT belong to the posterior ligamentous complex?,ligamentum flavum,interspinous ligament,posterior longitudinal ligament,facet joint capsule,C,"Post. ligamentous complex includes ligamentum flavum, interspinous lig., facet capsule, and supraspinous lig.",肌肉骨骼影像解剖學-脊椎,高志銘,The correct answer is C because the posterior longitudinal ligament is not part of the posterior ligamentous complex.
24,Which of the following statements about the structure of spine is CORRECT?,The spinal process of C7 is on the center of gravity of the spinal column in normal adult.,"The articular surface of the facet joint is covered with fibrocartilage, and like other joint, there is synovial fluid presented in facet joints.","Nucleus pulposus has large proportion of proteoglycan and collagen, and the main function is to resist axial loads.",All cervical vertebrae have vertebral body located at the front of the spine.,C,,脊椎之骨科功能解剖學,高志銘,"The correct answer is C because the nucleus pulposus indeed contains a high proportion of proteoglycan and collagen, which helps it resist axial loads."
25,"In skeletal muscle, what components form a triad?",One T-tubule and one terminal cisterna of sarcoplasmic reticulum,One T-tubule and two thick filaments,Two terminal cisternae of sarcoplasmic reticulum flanking one T-tubule,Two caveolae and one smooth endoplasmic reticulum,C,The complex of the T tubule and the two adjacent terminal cisternae is called a 'Triad.',組織學-肌腱、韌帶、肌肉,陳永佳,The correct answer is C because a triad in skeletal muscle consists of one T-tubule and two terminal cisternae of the sarcoplasmic reticulum.
26,Which of the following statements about different muscle types is FALSE?,smooth muscle fibers have regeneration ability,skeletal muscle cells can communicate via gap junctions,skeletal muscle contraction is initiated by calcium binding to troponin C,cardiac muscle fibers are striated and involuntary,B,這題是將BM112題目稍作調整​ 同時老師上課有特別提示三種肌肉比較的表格需要做記憶,組織學-肌腱、韌帶、肌肉,陳永佳,The correct answer is B because skeletal muscle cells do not communicate via gap junctions; they are primarily connected through neuromuscular junctions.
27,Which of the following statements concerning smooth muscle is TRUE?,The fibers have dense bodies and well-developed smooth ER,Smooth muscle fibers contain sarcomeres arranged like skeletal muscle,Nuclei are located at the periphery of the cell,Thick filaments are bipolar and cross-striated,A,下表請熟記 (A)只有平滑肌有Dense body這項Special feature (B)骨骼肌心肌才有Sacromere (C)平滑肌細胞的核在Central (D)平滑肌的粗肌絲排列為Side-polar沒有Striated,組織學-肌腱、韌帶、肌肉,陳永佳,"The correct answer is A because smooth muscle fibers uniquely have dense bodies, which are not found in skeletal or cardiac muscle."
28,Which type of skeletal muscle fibers have the largest diameter and fatigue most easily?,Slow oxidative fibers,Fast oxidative fibers,Intermediate fibers,Fast glycolytic (anaerobic) fibers,D,,組織學-肌腱、韌帶、肌肉,陳永佳,The correct answer is D because fast glycolytic fibers have the largest diameter and are known for fatiguing quickly due to their reliance on anaerobic metabolism.
29,"According to the sliding filament theory, which event occurs first during cross-bridge cycling in skeletal muscle contraction?",Hydrolysis of ATP re-cocks the myosin head to its high-energy state,"Myosin head pivots, pulling the actin filament toward the center of the sarcomere (power stroke)","ATP binds to the myosin head, causing detachment from actin",Myosin head binds to the exposed active site on actin after tropomyosin moves away,D,(A) 3. Bending (B) 4. Force generation (C) 2. Release (D) 1. Attachment​,組織學-肌腱、韌帶、肌肉,陳永佳,The correct answer is D because the first event in cross-bridge cycling is the binding of the myosin head to the exposed active site on actin.
30,"In a skeletal muscle fiber at maximal relaxation, which of the following is TRUE about the sarcomere structure?",Z lines are no longer visible under the microscope,The A band becomes longer than in contraction,The H zone and I band are at their widest extent,,C,(A) Z line 不論收縮、放鬆皆可見 (B) A band 不論收縮、放鬆皆等長 (C) 正確 (D) 放鬆時並不重疊,組織學-肌腱、韌帶、肌肉,陳永佳,"The correct answer is C because during maximal relaxation, the H zone and I band are indeed at their widest extent, indicating that the muscle fibers are fully relaxed."
31,Which of the following statements about cranium development is incorrect?,Most parts originate from the neural crest,Parts of the neurocranium are formed by the fusion of multiple cartilages,The neurocranium is the main protective structure for the brain,The third and fourth pharyngeal arches contribute to the formation of the cartilaginous viscerocranium,D,(A)正確。軟骨條的胚層來源notochord為界，notochord以上(頭)由neural crest發育，以下來自paraxial mesoderm。 (B)是，以蝶骨為例：hypophyseal cartilage形成body，optic capsule則形成wings (C)neurocranium保護腦，viscerocranium形成臉、鼻腔、口腔 (D)cartilaginous viscerocranium主要發育自第一、二對咽弓,肌肉骨骼胚胎學,施耀翔,The correct answer is D because the third and fourth pharyngeal arches do not contribute to the formation of the cartilaginous viscerocranium; this is primarily derived from the first and second arches.
32,Which of the following is derived from endochondral ossification?,Frontal bone,Mandibular bone,Clavicle,Skull base,D,如圖所示，經由軟骨內骨化發育而來的有顱底、脊椎、骨盆及長骨，但鎖骨也有部分（兩端）是經由軟骨內骨化而來，故經申覆後也為正確答案。,肌肉骨骼胚胎學,施耀翔,"The correct answer is D because the skull base is primarily formed through endochondral ossification, while the clavicle has both intramembranous and endochondral ossification."
33,The greater cornu of the hyoid bone develops from which pharyngeal arch?,First pharyngeal arch,Second pharyngeal arch,Third pharyngeal arch,Fourth pharyngeal arch,C,如下圖所示，舌骨大角由第三咽弓發育而來。,肌肉骨骼胚胎學,施耀翔,The correct answer is C because the greater cornu of the hyoid bone is derived from the third pharyngeal arch.
34,"From a microscopic perspective of bone structure, which of the following contains Haversian canals?",Woven bone,Cancellous bone,Soft callus,Laminar bone,D,Haversian system只在成熟的Laminar bone中可見，Spongy/Trabecular/Cancellous bone也是成熟骨，但是並沒有 Haversian system。,骨骼組織學,施耀翔,"The correct answer is D because Haversian canals are found in laminar bone, which is a mature bone structure, while woven and cancellous bone do not contain these canals."
35,"In the process of endochondral ossification of long bones, where is the secondary ossification center located?",Diaphysis,Epiphysis,Metaphysis,Endosteum,B,,骨骼組織學,施耀翔,The correct answer is B because the secondary ossification center is located in the epiphysis during endochondral ossification.
36,Osteoclasts are most commonly found in which region?,Zone of cell proliferation in the epiphyseal plate,Zone of hypertrophy and calcification in the epiphyseal plate,Zone of reserve cartilage in the epiphyseal plate,Osteogenic zone in the epiphyseal plate,D,此題為國考題。在 osteogenic zone，小血管與骨前驅細胞會侵入已被鈣化的軟骨基質。Osteoclasts 會負責移除鈣化軟骨與初生骨組織，為新的骨形成鋪路。,骨骼組織學,施耀翔,"The correct answer is D because osteoclasts are primarily found in the osteogenic zone, where they remove calcified cartilage and facilitate new bone formation."
37,Which of the following involves the participation of cartilage?,Intramembranous ossification,Development of osteons,Direct bone healing,Indirect bone healing,D,這題是國考題 (A) Intramembranous ossification和cartilage無關，Endochondral ossification才有 (B) (C) 也和cartilage無關 (D) 形成soft callus時就是fibrocartilage,骨骼組織學,施耀翔,"The correct answer is D because indirect bone healing involves the formation of a soft callus, which is made of fibrocartilage."
38,Which type of collagen fiber is most abundant in the extracellular matrix of hard bone tissue?,Type I,Type II,Type III,Type IV,A,,骨骼組織學,施耀翔,The correct answer is A because Type I collagen is the most abundant collagen found in the extracellular matrix of hard bone tissue.
39,Where is the primary ossification center located during endochondral ossification of a long bone?,Diaphysis,Epiphysis,Metaphysis,Endosteum,A,依照Endochondral ossification圖示所示，primary ossification center 位於diaphysis,骨骼組織學,施耀翔,The correct answer is A because the primary ossification center is located in the diaphysis during endochondral ossification.
40,"About spondylolisthesis , which one is wrong for the cause of its type ?",Fracture of the neural arch in the pars articularis <-> traumatic,Excessive removal of bone following spinal decompression <-> iatrogenic,Weakening of the neural arch due to disorders of the bone <-> pathological,Degenerative changes in the facet joints <-> degenerative,A,A 應修正：Fracture of the neural arch “other than” the pars articularis <-> traumatic,脊椎創傷及重建,卓進益,
41,Which one below is wrong?,Angulation greater than 20 degrees and translation of 3.5 mm or more is unstable,"wedge fracture with rupture of the interspinous ligaments is unstable, because the anterior and the posterior column are disrupted","A burst fracture is unstable, because at least the anterior and middle column are disrupted",simple anterior wedge fracture or just sprain of the posterior ligaments is also an unstable injury,D,,脊椎創傷及重建,卓進益,
42,Which one below is right?,For upper thorasic spine ( T1-T8): Axial loading will result in compressive forces anteriorly and tensile forces posteriorly,"for burst fracture: if there is no neurological symptoms with relative stable spine column, conservative non-surgical care is not suitable.",A chance fracture is a three column injury with a vertical orientation of the fracture,"Osteomyelitis, discitis, or active systemic infection are suitable for cementoplasty",A,"(B)for burst fracture: if there is no neurological symptoms with relative stable spine column, conservative non-surgical care is not suitable. (C)A chance fracture is a three column injury with a vertical horizontal orientation of the fracture (D)Osteomyelitis, discitis, or active systemic infection are not suitable for cementoplasty",脊椎創傷及重建,卓進益,
43,Which of the following statements is correct?,Pelvic lateral compression injury causes external rotation of the ipsilateral hemipelvis.,Reverse oblique type intertrochanteric fracture is considered stable.,Dislocation of the hip joint or femoral neck fracture can disrupt the blood supply and lead to femoral head osteonecrosis.,The femoral head crescent sign indicates an irregular femoral contour.,C,(A) Lateral compression 會造成 internal rotation of the ipsilateral hemipelvis 才對 (B) Reverse oblique type 的 intertrochanteric fracture 是 unstable (C) 發生femoral neck fracture 或 hip dislocation 會容易導致 med. circumflex a.受損造成股骨頭壞死 (D) 看得到 Crescent sign 代表股骨頭的輪廓還是圓的沒塌掉,肌肉骨骼影像解剖學-下肢,肌肉骨骼影像解剖學(2)-下肢 許家豪,
44,Which of the following statements is incorrect?,Patella alta most commonly results from patellar tendon rupture.,Tibial plateau fracture Schatzker Type II is a lateral plateau split-depression fracture.,The blood supply of the femoral head mainly comes from the artery of the ligamentum teres.,"Hoffa fracture is a coronal plane fracture of the femoral condyle, often overlooked on imaging and typically requiring surgical fixation.",C,Femoral head 的血液供應大部分是由下面往上，不是來自artery of the ligamentum teres,肌肉骨骼影像解剖學-下肢,許家豪,
45,Which of the following statements is correct?,Femoral shaft fractures are preferably treated with plate fixation rather than intramedullary nails.,"In imaging features of osteoarthritis, chondrocalcinosis is the main diagnostic criterion.","Femoral neck fractures, Garden type III and IV, are generally recommended for open reduction and internal fixation (ORIF).",Unstable intertrochanteric fractures of the femur should be treated with a proximal femoral nail (PFN).,D,"(A) shaft fracture最好還是用髓內釘 (B) OA characteristic: joint space narrowing, osteophyte, subchondral sclerosis, subchondral cyst (C) garden type 3,4因為發生移位，發生缺血骨壞死的機率高，不建議做ORIF (D) unstable type用髓內釘固定效果比較好",肌肉骨骼影像解剖學-下肢,肌肉骨骼影像解剖學(2)-下肢 許家豪,
46,Which description is wrong?,"Joint x-ray study usually has two views, including AP and lateral projections. There are also special views for evaluation of a specific portion.",MRI has better tissue contrast. It is better to use MRI to detect pulmonary or upper abdominal visceral contusion or laceration when rib fracture is noted after trauma.,"If we can’t detect the dorsal foot pulse in a patient with traumatic lower extremity fracture, arterial injury is suspected. The next step is to arrange CT angiography for further evaluation.","Arthrogram is an image study of joints after injection of contrast agent into a joint. It can be used in X-ray, CT, and MRI.",B,MRI ​較長的檢查時間，因此病人狀態差、意識不佳、緊急入院時，首選處置絕對不會是 MRI，可能躺著躺著就沒呼吸了,基礎影像學原理,蔡蕙怡,
47,"While reading skeletal x-ray films, we need to check A, B, C, S, which are:","Bone texture, cortical bone, soft tissue and joint space, skeletal alignment","Skeletal alignment, soft tissue, joint space, bone texture","Soft tissue, joint space, bone texture, cortical bone","soft tissue and joint space, intraskeletal vessels, skeletal alignment, bone texture",A,,基礎影像學原理,蔡蕙怡,
48,The following image demonstrates an examination of the quadriceps muscle. Which imaging modality is being used?,X-ray,CT,MRI,Ultrasound,D,送分題，圖片是超音波影像，透過聲波反射將肌纖維一束束成像出來。雖然MR也可以呈現肌纖維走向，但比較不會像超音波這樣黑白相間。,基礎影像學原理,蔡蕙怡,
49,Which of the following statements about osteonecrosis of the femoral head (ONFH) is correct?,MRI has low sensitivity for early ONFH and is not recommended as the first-line imaging modality.,"In bone scintigraphy, the typical crescent sign can be seen in ONFH.",HIV infection does not increase the risk of ONFH.,"Major risk factors include long-term use of corticosteroids, alcohol abuse, or hematologic disorders.",D,(A)MRI 具有高敏感性 (B)在X光下才會呈現crescent sign (C)HIV也會增加ONFH風險,骨質疏鬆與骨壞死,林松彥,
50,Which of the following statements is incorrect?,Smoking and alcohol consumption are risk factors for osteoporosis.,"When a patient has internal fixation in L1–L4 vertebrae or both hips, bone density can be measured by DXA at the distal one-third of the dominant forearm.",A 65-year-old woman was incidentally found to have an old compression fracture of L1 during a health check. DXA showed bilateral hip T-scores of -1.2/-1.3 and lumbar spine T-score of -2.2. This woman is still considered to have osteoporosis.,"In premenopausal women, a Z-score ≤ -2.0 requires careful evaluation for secondary osteoporosis caused by disease or medication.",B,要測非慣用手的橈骨⅓喔，這hen簡單吧,骨質疏鬆與骨壞死,林松彥,"Option B is incorrect because bone density should be measured at the distal one-third of the non-dominant forearm, not the dominant one."
51,Which of the following statements is correct?,Bone remodeling requires coupling between osteoclasts and osteoblasts.,Daily intake of 1200 mg of calcium in osteoporosis patients reduces fracture risk.,Native vitamin D3 must be converted by the kidney to 25(OH)D3 to increase its activity.,"Vitamin D status is usually assessed by serum 1,25-dihydroxyvitamin D [1,25(OH)₂D] levels.",A,(A) 可以看到bone remodeling cycle中osteoclast和osteoblast都有參與 (B) 補充鈣不會減少骨折風險 (C) 是在肝臟轉換 (D),骨質疏鬆與骨壞死,林松彥,Option A is correct as bone remodeling indeed requires the coupling of osteoclasts and osteoblasts for effective bone turnover.
52,What type of cell is indicated by the arrow?,Osteocyte,Osteoblast,Osteoclast,Fibroblast,C,大且多核，H&E stain呈現嗜酸性染色，位於骨表面凹陷處(Howship’s lacunae),組織學與實驗-骨骼與軟骨,施耀翔.吳敏瑜,Option C is correct as osteoclasts are large multinucleated cells that are found in Howship's lacunae and stain eosinophilic.
53,What structure is indicated by the red dashed line?,Endosteum,Periosteum,Perichondrium,Territorial matrix,C,前方構造為氣管（後方扁掉的是食道），含有由hyaline cartilage構成的C型軟骨；而紅線圈起來的部分為包圍cartilage的構造：perichondrium。,組織學與實驗-骨骼與軟骨,施耀翔.吳敏瑜,Option C is correct as the perichondrium surrounds cartilage and is indicated by the red dashed line.
54,What is the purpose of the grip strength test in animal studies?,To assess reflex and pain response,To evaluate memory and learning,To measure motor coordination,To assess muscular strength and neuromuscular function,D,實驗只考一題但給了四點考訓 :) 因為考古偏少，附上跟這題相關的考訓：肌肉損傷動物模式的種類、進行方式、評估方式,生理學實驗-骨質疏鬆動物模式,薛元碩,Option D is correct as the grip strength test is primarily used to assess muscular strength and neuromuscular function in animal studies.
55,Which statement best describes the general nature of bone tissue?,It is an inert structure made of solid calcium.,It is a static organ primarily for storage.,"It is a living, dynamic, and vascular tissue.",It is composed solely of compact bone.,C,(A)錯在「inert」與「solid calcium」。骨頭主要礦物質是 hydroxyapatite (Ca₁₀(PO₄)₆(OH)₂)，不是純鈣，也不是惰性。它具有代謝活性與血管結構。(B)雖然骨有儲存鈣、磷的功能，但非「靜態器官」，它持續進行 remodeling。(D)骨頭除了 compact bone，還有 spongy/trabecular bone，兩者共同構成骨結構。,骨與軟骨生理學,薛元碩,"Option C is correct as bone tissue is indeed a living, dynamic, and vascular tissue, contrary to the other options which describe it inaccurately."
56,Which type of bone consists of parallel layers of collagen fibers and is found in all mature bones?,Woven bone,Compact bone,Lamellar bone,Trabecular bone,C,板層骨(lamellar bone)具有平行排列的膠原纖維 (A) 編織骨(woven bone)的膠原纖維隨機排列並交織在一起 (B) 緻密骨(compact bone)由同心環狀排列的骨板組成。 (D) 骨小梁(trabecular bone)由呈不規則網狀結構的骨板組成。,骨與軟骨生理學,薛元碩,"Option C is correct as lamellar bone is characterized by its parallel layers of collagen fibers, which is a defining feature of mature bone."
57,What is the main function of the periosteum in bone?,Fat storage,Muscle contraction,Bone growth and repair,Osteoclast anchoring,C,骨骼生長與修復 (Bone Growth and Repair): 骨膜內含骨原前驅細胞 (osteoprogenitor cells)，這些細胞能夠分化成成骨細胞 (osteoblasts)。骨膜的內層（或稱造骨層/cambium layer）含有造骨幹細胞，當骨頭需要修復時，這些幹細胞會從此處釋放出來,骨與軟骨生理學,薛元碩,
58,Which of the following best describes the initial step in intramembranous ossification?,Formation of cartilage model by chondroblasts,Transformation of osteocytes into osteoblasts,Clustering of mesenchymal cells and differentiation into osteoblasts,,C,,骨與軟骨生理學,薛元碩,
59,What is the correct sequence of events in the primary center of endochondral ossification?,Periosteal bud invades → cartilage model forms → ossification center develops,Chondrocytes proliferate → hypertrophy → calcification → vascular invasion,Bone collar forms → mesenchyme condenses → chondrocyte hypertrophy → ossification,Osteoclast activity begins → epiphyseal plate forms → cartilage calcifies,B,(A) Cartilage model forms → periosteal bud invades → ossification center develops (B) 正確 (C) Mesenchyme condenses → chondrocyte hypertrophy → bone collar forms → ossification (D) Cartilage calcifies → osteoclast activity begins → epiphyseal plate forms,骨與軟骨生理學,薛元碩,
60,What is the correct order of the ARF cycle in bone remodeling?,Activation → Formation → Resorption,Resorption → Reversal → Activation → Formation,Activation → Resorption → Reversal → Formation,Formation → Activation → Resorption → Reversal,C,,生理學實驗-骨質疏鬆動物模式,薛元碩,
61,Which vitamin deficiency leads to decreased collagen synthesis in bone?,Vitamin D,Vitamin A,Vitamin C,Vitamin B12,C,Vitamin C 能催化 Collagen 合成，入學有考過~,生理學實驗-骨質疏鬆動物模式,薛元碩,
62,Which type of cartilage is found in the external ear and epiglottis?,Hyaline cartilage,Fibrocartilage,Elastic cartilage,Articular cartilage,C,外耳和會厭軟骨源自於『elastic cartilage』,骨與軟骨生理學,薛元碩,
