id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
114-1-31,下列何者位於枕下三角（suboccipital triangle）內，並且支配枕下三角的肌肉群？,第一頸神經的前支（anterior ramus of C1）,第一頸神經的後支（posterior ramus of C1）,枕大神經（greater occipital nerve）,枕小神經（lesser occipital nerve）,B,,解剖學,
114-1-32,若孕婦將著床出血誤認為月經出血，而估算出預產期為7 月1 日，正確的預產期為何？,比 7 月1 日早一週,比 7 月1 日晚一週,比 7 月1 日晚兩週,比 7 月1 日早兩週,D,,胚胎及發育生物學,
114-1-33,胎兒的肺臟（lung）發育至下列那一時期發生早產，即使小心照護也無法存活（survive）？,偽腺期（pseudoglandular stage）,末囊期（terminal sac stage）,小管期（canalicular stage）,肺泡期（alveolar stage）,A,,胚胎及發育生物學,
114-1-34,下列關於胰臟（pancreas）發育的敘述，何者正確？,由中胚層發育衍生出背胰芽（dorsal pancreatic buds）和腹胰芽（ventral pancreatic buds）,當十二指腸旋轉至左側時，會使背胰芽（dorsal pancreatic buds）轉至後側和十二指腸前方的腹胰芽（ventral pancreatic buds）癒合，形成胰臟,腹胰芽（ventral pancreatic buds）主要發育為胰臟的鉤狀突（uncinate process）以及部分的頭端,環狀胰臟（annular pancreas）為常見的消化道缺陷，主要會造成胃阻塞,C,,胚胎及發育生物學,
114-1-35,胚胎正常發育時，奇靜脈根部（root of azygos vein）的起源是：,後主靜脈（posterior cardinal vein）,總主靜脈（common cardinal vein）,前主靜脈（anterior cardinal vein）,下主靜脈（subcardinal vein）,A,,胚胎及發育生物學,
114-1-36,嚼肌（masseter）主要是源自下列何者？,第一咽弓（first pharyngeal arch）,第二咽弓（second pharyngeal arch）,第三咽弓（third pharyngeal arch）,第四及第六咽弓（fourth and sixth pharyngeal arches）,A,,胚胎及發育生物學,
114-1-37,下列那些屬於無膜胞器（nonmembranous organelle）？① 胞內體（endosome） ② 粗糙內質網（rough endoplasmic reticulum） ③ 核糖體（ribosome） ④ 蛋白酶體（proteasome）,①②,②③,③④,①④,C,,組織學,
114-1-38,關於黏液細胞（mucous cell）的敘述，下列何者正確？,黏液細胞的細胞核常位於細胞的中央,在 H&E 染色下，黏液細胞的核周邊細胞質常有大量粗糙內質網（rough endoplasmic reticulum），呈現嗜鹼（basophilic）性,在 H&E 染色下，黏液細胞的頂部細胞質常呈現嗜伊紅（eosinophilic）性,在 PAS 染色下，黏液細胞之黏原顆粒（mucinogen granule）常呈現PAS 陽性,D,,組織學,
114-1-39,下列何者有軟骨（cartilage）參與作用？,膜內骨化（intramembranous ossification）,骨元形成（development of osteons）,直接骨癒合（direct bone healing）,間接骨癒合（indirect bone healing）,D,,組織學,
114-1-40,下列有關彈性纖維（elastic fibers）的敘述，何者正確？,由 3 條彈力素原纖維（elastin fibrils）形成,皮膚切片用H&E 染色，即可分辨膠原纖維與彈性纖維,含有小纖維蛋白微纖維（fibrillin microfibrils）,淋巴組織中有大量的彈性纖維,C,,組織學,
114-1-41,成年後何區域的神經元（neuron）受損後，仍可由幹細胞再生？,腦幹（brainstem）,脊髓灰質（gray matter）,嗅球（olfactory bulb）,背根神經節（dorsal root ganglion）,C,,組織學,
114-1-42,下列對於連續型微血管（continuous capillary）的敘述，何者正確？,其血管壁由內膜（tunica intima）、中膜（tunica media）和外膜（tunica adventitia）組成,內皮細胞（endothelial cell）外圍不具有基底板（basal lamina）,內皮細胞（endothelial cell）有孔（fenestration）,在肌肉和中樞神經組織中常可觀察到此種微血管,D,,組織學,
114-1-43,胃腺（gastric gland）的細胞中，何者主要分泌胃蛋白酶原（pepsinogen），且在H&E 染色下呈現嗜鹼性（basophilic）？,主細胞（chief cell）,黏液頸細胞（mucous neck cell）,胃壁細胞（parietal cell）,腸內分泌細胞（enteroendocrine cell）,A,,組織學,
114-1-44,消化道中，下列何者的黏膜層（mucosa）及黏膜下層（submucosa）皆具有分泌黏液（mucus）的腺體？,食道（esophagus）,胃（stomach）,結腸（colon）,闌尾（appendix）,A,,組織學,
114-1-45,下列何種現象可在老化皮膚中觀察到？,角質細胞（keratinocyte）出現萎縮現象,蘭氏細胞（Langerhans cell）數量增加,真皮的纖維母細胞（dermal fibroblast）活性增加,皮脂腺（sebaceous gland）分泌量增加,A,,組織學,
114-1-46,下列何者的上皮細胞表面有特化的靜纖毛（stereocilia）？,直小管（straight tubule）,輸出小管（efferent ductule）,副睪（epididymis）,曲細精管（seminiferous tubule）,C,,組織學,
114-1-47,下列有關人類嗅覺功能之敘述，何者最恰當？,嗅球（olfactory bulbs）中有許多嗅覺小球（olfactory glomeruli），每一個嗅覺小球接收同一類嗅覺受器（olfactory receptors）傳導,嗅覺刺激常與情緒反應相關，原因是來自嗅球（olfactory bulbs）的神經傳導路徑上行至中樞的海馬迴（hippocampus）,嗅球（olfactory bulbs）中之顆粒細胞（granule cells）以glutamate 為傳導物刺激僧帽細胞（mitral cells），而僧帽細胞以glycine 為傳導物抑制顆粒細胞,嗅覺接受器與氣味分子結合後，會藉由cGMP 為第二信使（second messenger）進而使嗅覺感受神經元產生興奮性電位,A,,生理學,
114-1-48,下列那一個腦區，在維持晝夜節律（circadian rhythm）方面，比其他三個腦區扮演更為重要的角色？,室旁核（paraventricular nucleus）,視前區（preoptic area）,上丘（superior colliculus）,視交叉上核（suprachiasmatic nucleus）,D,,生理學,
114-1-49,情緒很緊張時，交感神經系統（sympathetic nervous system）會亢奮，此時其節後神經纖維（postganglionic fiber）最可能會：,釋放正腎上腺素（norepinephrine），並作用在心臟竇房結（SA node） beta2 受器（β2 receptor），促使心跳加快,釋放乙醯膽鹼（acetylcholine），並作用在皮膚小汗腺尼古丁型受器（nicotinic receptor），促使流汗增加,釋放正腎上腺素，並作用在支氣管平滑肌beta2 受器（β2 receptor），促使支氣管平滑肌收縮,釋放正腎上腺素，並作用在眼睛虹膜（iris）的放射肌（radial muscle）alpha1 受器（α1 receptor），造成瞳孔（pupil）放大,D,,生理學,
114-1-50,下列有關眼睛的光學現象，何者最不適當？,看遠物時，眼睛焦點落在視網膜之後的現象，稱為遠視,看近物時，睫狀肌收縮但水晶體無法增加聚焦能力的現象，稱為近視,水晶體隨看遠物時的扁平狀變成看近物時的橢圓狀，稱為調視（accommodation）,角膜或水晶體不是完美弧形的現象，稱為散光（astigmatism）,B,,生理學,
114-1-51,在腦電圖記錄中，K 複合波最常出現在不同睡眠階段的那一期？,快速動眼期,非快速動眼階段的第一期,非快速動眼階段的第二期,非快速動眼階段的第三期,C,,生理學,
114-1-52,自 celiac ganglion 出發的交感神經節後神經，最不可能影響下列何種器官之生理功能？,胃,胰臟,肝臟,唾液腺,D,,生理學,
114-1-53,一名未有先天或退化腦傷病史的職業殺手，在車禍意外撞傷頭部昏迷約十數小時，復甦後剛開始竟想不起自己的職業、姓名、此次旅行目的等屬於事實的知識，但殺手過去有的技術與身手俱在，而後逐漸回憶起幾乎所有知道的事實。下列關於該個案的敘述，何項最適當？,個案所擁有的「事實」的知識，應是屬於內隱記憶（implicit memory），而「身手」是外顯記憶（explicit memory）,個案所擁有的「事實」的知識，應是屬於外顯記憶（explicit memory），而「身手」是內隱記憶（implicit memory）,個案所擁有的「事實」的知識與「身手」，皆是內隱記憶（implicit memory）,個案所擁有的「事實」的知識與「身手」，皆是外顯記憶（explicit memory）,B,,生理學,
114-1-54,因釋放正腎上腺素（norepinephrine），而與白天的清醒程度最有關之神經細胞，其細胞體主要位於腦內何處？,reticular activating system,hypothalamus,amygdala,medial prefrontal cortex,A,,生理學,
114-1-55,造成屍僵（rigor mortis）的主要原因為何？,乳酸（lactic acid）累積,骨骼肌細胞內缺乏鈣離子,肝醣（glycogen）耗盡,骨骼肌細胞內缺乏ATP,D,,生理學,
114-1-56,下列有關骨骼肌纖維長度與張力之間關係（length-tension relation）的敘述，何者最為適當？,當肌纖維的長度在放鬆長度的60％～175％範圍時，肌纖維拉得越長，收縮產生的張力就越大,肌纖維等長收縮產生最大張力的最佳長度（optimal length），大約是放鬆長度的175％,當肌纖維被拉得越長時，其被動張力（passive tension）不會有所改變,粗肌絲橫橋與細肌絲可結合的數目越多，產生的張力就越大,D,,生理學,
114-1-57,若缺乏溫韋伯氏因子（von Willebrand factor），最可能出現下列何種情況？,血小板（platelets）不會黏附在膠原蛋白（collagen）上,纖維蛋白原（fibrinogen）無法聚合,凝血酶（thrombin）永遠不會被活化,血塊會比一般健康人更堅固,A,,生理學,
114-1-58,對於正常左心與右心的比較，下列敘述何者最不適當？,左心室與右心室的心搏量（stroke volume）是一樣的,主動脈壓恆高於肺動脈壓與右心室壓,心臟週期中主動脈瓣和肺動脈瓣都是同步開關的,心收縮期（systole）的右心室壓均高於肺動脈壓,D,,生理學,
114-1-59,SA node 的動作電位的主升段（上升幅度最大的段落）主要是因下列何種離子的流動而產生？,fast sodium channels open，使鈉離子流入細胞內,funny channels open，使鈉離子流入細胞內,funny channels open，使鉀離子流入細胞內,L-type calcium channels open，使鈣離子流入細胞內,D,,生理學,
114-1-60,正常生理情況下，下列有關冠狀動脈（coronary artery）血流增加的時機與其原因的說明，何者正確？,主要在心舒張期（diastole）才會出現明顯血流，因為在心收縮期冠狀動脈會受收縮的心肌壓迫且其入口亦遭遮蔽,主要在心舒張期（diastole）才會出現明顯血流，因為心舒張期時冠狀動脈壓力小於主動脈壓力，冠狀動脈瓣膜才能開啟,主要在心收縮期（systole）才會出現明顯血流，因心收縮期時主動脈壓較大，較容易將血液送入冠狀動脈,主要在心收縮期（systole）才會出現明顯血流，因僅在心收縮期時血液才由左心室送入主動脈，進而再送入冠狀動脈,A,,生理學,
114-1-61,許多情況可導致血壓升高。此時人體為因應此一血壓上升狀況，所啟動的下調血壓機制，最可能為下列何者？,活化可釋放一氧化氮之神經元，並減少endothelin-1 釋放,抑制可釋放一氧化氮之神經元，並增加endothelin-1 釋放,抑制可釋放一氧化氮之神經元，並減少endothelin-1 釋放,活化可釋放一氧化氮之神經元，並增加endothelin-1 釋放,A,,生理學,
114-1-62,下列何種刺激最可能會造成支氣管收縮（bronchoconstriction）？,鄰近的肺小動脈（pulmonary arteriole）被阻塞,肺泡（alveolus）內二氧化碳分壓（ ）上升,吸氣（inspiration）,支氣管平滑肌（smooth muscle）的β2 腎上腺素受器（adrenergic receptor）被刺激,A,,生理學,
114-1-63,有關肺傳導區（conducting zone）之特性，下列敘述何者最不適當？,分泌黏液（mucus）,構成解剖無效腔（anatomical dead space）,分泌表面張力素（surfactant）,調控呼吸道阻力（airway resistance）,C,,生理學,
114-1-64,下列何種脂肪酶（lipase）需要膽汁幫助其消化作用？,gastric lipase,pancreatic lipase,pancreatic colipase,lingual lipase,B,,生理學,
114-1-65,分泌素（secretin）最主要的生理作用為何？,刺激肝臟分泌凝血因子,刺激胰臟分泌胰島素,刺激肝臟免疫細胞分泌促發炎激素,刺激胰臟分泌碳酸氫根離子,D,,生理學,
114-1-66,某物質在血液中維持恆定濃度0.3 mg/L，可由腎絲球過濾。在收集整日尿液後，得知此物質在1500 mL 尿液中，濃度為10 mg/L。腎小管對此物質最可能進行何種作用？,reabsorption,secretion,filtration only,anabolism,A,,生理學,
114-1-67,與近髓質腎元（juxtamedullary nephron）相比較，皮質腎元（cortical nephron）最常缺少下列那一部分？,近曲小管（proximal convoluted tubule）,近直小管（proximal straight tubule）,"亨利氏上升細小管（thin ascending limb, Henle's loop）",遠曲小管（distal convoluted tubule）,C,,生理學,
114-1-68,某人有高血糖及高血壓的問題，同時發現其有色素沉積皮膚的現象。此人最有可能罹患下列何種疾病？,先天性腎上腺增生症（congenital adrenal hyperplasia）,愛迪生氏症（Addison's disease）,腦下腺腫瘤產生大量腎皮促素（adrenocorticotropic hormone）分泌,腎上腺皮質腫瘤產生大量皮質醇（cortisol）與醛固酮（aldosterone）,C,,生理學,
114-1-69,有關副甲狀腺功能相關的敘述，下列何者最不適當？,接受兩側副甲狀腺切除手術的病人術後血漿中磷離子濃度降低,缺乏副甲狀腺素的病人會造成其肌肉神經系統過度興奮（neuromuscular hyperexcitability）,副甲狀腺素會促進腎臟活化態維生素D 的生成作用,副甲狀腺素會增加骨吸收作用（bone resorption）,A,,生理學,
114-1-70,有關甲狀腺荷爾蒙（thyroid hormone）的敘述，下列何者最不適當？,"促甲狀腺荷爾蒙（thyroid-stimulating hormone, TSH）會促進甲狀球蛋白（thyroglobulin）分解而釋放甲狀腺荷爾蒙",甲狀腺分泌的甲狀腺荷爾蒙主要是thyroxine（T4）,在血液中thyroxine（T4）主要會與血漿蛋白結合，triiodothyronine（T3）則以游離型（free-form）居多,在目標細胞內與甲狀腺荷爾蒙受器（thyroid hormone receptor）結合的分子主要為triiodothyronine（T3）,C,,生理學,
114-1-71,"甲狀腺功能亢進（hyperthyroidism）患者血液含有高量甲狀腺素（thyroid hormone）和低量甲狀腺促素（thyroid-stimulating hormone, TSH），此最可能是下列何種情況所造成？",甲狀腺腫瘤（thyroid tumor）,副甲狀腺萎縮（parathyroid atrophy）,腦下腺前葉腫瘤（anterior pituitary tumor）,下視丘腫瘤（hypothalamic tumor）,A,,生理學,
114-1-72,有關荷爾蒙之敘述，下列何者最為適當？,甲狀腺素是衍生自血清蛋白（albumin）,雌性素（estrogens）是合成雄性素（androgens）的前驅物,自主神經系統（autonomic nervous system）參與調節醛固酮（aldosterone）之分泌,類固醇荷爾蒙（steroid hormones）是衍生自三酸甘油酯（triglycerides）,C,,生理學,
114-1-73,下列何者在生殖週期中期誘發性促素（FSH 與LH）高峰分泌（surge），以促使卵細胞成熟與排卵？,雌二醇（estradiol）,黃體素（progesterone）,前列腺素（prostaglandin）,二氫睪固酮（dihydrotestosterone）,A,,生理學,
114-1-74,下列鍵結或作用力中，何者在生理條件下的穩定度最高？,離子鍵（ionic bonds∕salt bridge）,共價鍵（covalent bonds）,氫鍵（hydrogen bonds）,凡得瓦力（van der Waals interactions）,B,,生物化學,
114-1-75,蛋白質主鏈上有兩個可以轉動的二面角（phi (Φ) and psi (Ψ)）。這兩個二面角是位於下列那個原子的兩側？,N,C-alpha,C-carbonyl,C-beta,B,,生物化學,
114-1-76,下列關於酵素的敘述，何者錯誤？,具有酵素功能的生物分子不一定是蛋白質,酵素可改變其催化反應的熱力學平衡狀態,酵素可改變其催化反應的動力學活化能,酵素催化反應後大多可回復至初始狀態,B,,生物化學,
114-1-77,NAD+ 的化學結構應為下列何者？,A.,B.,C.,D.,D,,生物化學,
114-1-78,下列何者可以通過改變DNA 的連接數（linking number），來調控DNA 的緊密度或纏繞狀態，並在DNA 的複製過程中扮演關鍵角色？,DNA 解螺旋酶（DNA helicase）,DNA 聚合酶（DNA polymerase）,DNA 連接酶（DNA ligase）,DNA 拓樸異構酶（DNA topoisomerase）,D,,生物化學,
114-1-79,當粒線體呼吸（mitochondrial respiration）被抑制時，也會造成嘧啶（pyrimidine）重新合成路徑（de novo synthesis）之抑制，此現象是影響下列何種酵素所造成？,carbamoyl phosphate synthetase,aspartate transcarbamoylase,dihydroorotate dehydrogenase,orotidine 5'-mono-phosphate decarboxylase,C,,生物化學,
114-1-80,真核細胞的DNA 聚合酶中，下列何者沒有參與細胞核內染色體的DNA 合成？,DNA 聚合酶α,DNA 聚合酶ε,DNA 聚合酶γ,DNA 聚合酶δ,C,,生物化學,
114-1-81,一般 DNA 聚合酶（DNA polymerase）的聚合作用，反應中通常不需加：,引子（primer）,鎂離子（Mg2+）,腺苷三磷酸（ATP）,去氧核糖核苷三磷酸（dNTPs）,C,,生物化學,
114-1-82,下列那一個蛋白沒有直接參與大腸桿菌的甲基指引核酸配對錯誤修復（methyl-directed mismatch repair）？,DNA 聚合酶Ⅲ,DNA 連接酶（DNA ligase）,DNA 糖基化酶（DNA glycosylase）,DNA 解螺旋酶Ⅱ（DNA helicase Ⅱ）,C,,生物化學,
114-1-83,蛋白質轉譯後修飾時，下列那個胺基酸殘基無法進行磷酸化（phosphorylation）？,酪胺酸（tyrosine）,絲胺酸（serine）,甲硫胺酸（methionine）,蘇胺酸（threonine）,C,,生物化學,
114-1-84,DNA 足跡鑑定（DNA footprinting assay）最適用於下列何種分析？,一段基因編碼區的5'端以及3'端的位置,基因組中會與調控RNA 結合的位置,DNA 與蛋白質發生專一性結合的位置,被剪接的內含子（intron）在前信使RNA（pro-mRNA）中的位置,C,,生物化學,
114-1-85,在原核生物細胞的轉譯作用中，下列那一個蛋白質專責於結合並運送起始tRNA（initiator tRNA）？,IF1,IF2,IF3,eIF2,B,,生物化學,
114-1-86,RNA 聚合酶執行轉錄作用時，首先結合的特定DNA 序列稱為：,操作子（operator）,抑制因子（repressor）,啟動子（promoter）,誘導子（inducer）,C,,生物化學,
114-1-87,在五碳糖磷酸途徑中（pentose phosphate pathway），核酮糖5-磷酸（ribulose 5-phosphate）可經由何種酵素或代謝過程，轉換成glucose 6-phosphate？,單碳代謝作用（one carbon metabolism）,轉酮酶和轉醛醇酶（transketolase and transaldolase）,磷酸五碳糖甲基轉移酶及其羥化酶（phosphopentose methyltransferase and hydroxylase）,磷酸五碳糖羧化酶及其還原酶（phosphopentose carboxylase and reductase）,B,,生物化學,
114-1-88,烏頭酸酶（aconitase）經由下列何種酵素催化作用，將檸檬酸（citrate）轉化成異檸檬酸（isocitrate）？,脫水和再水合作用（dehydration and rehydration）,脫羥基化和再羥化作用（dehydroxylation and rehydroxylation）,脫氫和再氫化作用（dehydrogenation and rehydrogenation）,脫羧化和再羧化作用（decarboxylation and recarboxylation）,A,,生物化學,
114-1-89,位於細胞膜之胞外側（extracellular side）的周邊膜蛋白經常藉由與脂質形成共價鍵結後錨定（anchor）在脂雙層結構的膜上，下列何者是最常鍵結的脂類？,棕櫚醯基（palmitoyl）,"糖磷脂醯肌醇（glycosyl phosphatidylinositol, GPI）",法尼醯基（farnesyl）,豆蔻醯基（N-myristoyl）,B,,生物化學,
114-1-90,組成胞膜的脂質在合成之後會運送到細胞各處形成膜結構，可透過那一個分子在膜融合處完成運送？,脂質運送蛋白（lipid transfer protein）,醯基載體蛋白（acyl carrier protein）,載脂蛋白（apolipoprotein）,肉鹼棕櫚醯轉移酶（carnitine palmitoyltransferase）,A,,生物化學,
114-1-91,下列何者可促進脂質合成速限步驟（rate-limiting step）酵素acetyl-CoA carboxylase 的活性？,citrate,glucagon,palmitoyl-CoA,epinephrine,A,,生物化學,
114-1-92,下列何種酵素主要參與將原血紅素（heme）代謝為膽綠素（biliverdin）？,血紅素氧化酶（heme oxidase）,血紅素加氧酶（heme oxygenase）,血紅素去氫酶（heme dehydrogenase）,血紅素過氧化氫酶（heme peroxidase）,B,,生物化學,
114-1-93,"下列那個胺基酸組合可經由細胞代謝合成三磷酸胞苷（cytidine triphosphate, CTP）？",甘胺酸（glycine）和麩胺酸（glutamate）,精胺酸（arginine）和苯丙胺酸（phenylalanine）,半胱胺酸（cysteine）和麩胺酸（glutamate）,天門冬胺酸（aspartate）和麩醯胺酸（glutamine）,D,,生物化學,
114-1-94,一般而言，當電子從NADH 藉由電子傳遞鏈轉移到氧分子（O2），會比電子從FADH2 藉由電子傳遞鏈轉移到氧分子產生更多的ATP，其主要原因為何？,FADH2 只能攜帶一個電子,粒線體中complexⅡ比 complexⅠ少,complexⅡ無法將氫離子轉移到粒線體內外膜間隙,細胞內 NADH 濃度比FADH2 高,C,,生物化學,
114-1-95,下列荷爾蒙（hormones），何者不需藉由細胞膜上受體來傳遞訊號至胞內？,甲狀腺刺激素（thyroid-stimulating hormone）,腎上腺素（adrenaline）,濾泡刺激素（follicle-stimulating hormone）,甲狀腺素（thyroid hormones）,D,,生物化學,
114-1-96,下列受體系統何者最常透過環腺苷酸（c-AMP）當作訊號傳遞之第二信差（secondary messenger）？,G 蛋白偶聯受體（G protein-coupled receptor）,受體酪胺酸激酶（receptor tyrosine kinase）,核受體（nuclear receptor）,配體門控離子通道（ligand-gated ion channel）,A,,生物化學,
114-1-97,"下列何者為磷脂肌醇4,5-雙磷酸（phosphotidylinositol 4,5-bisphosphate）被磷酸肌醇3-激酶（phosphoinositide 3-kinase, PI3K）作用後的直接產物？",肌醇三磷酸（inositol trisphosphate）,"磷脂肌醇1,4,5 三磷酸（phosphatidylinositol 1,4,5-triphosphate）",二酸甘油酯（diacylglycerol）,"磷脂肌醇3,4,5 三磷酸（phosphatidylinositol 3,4,5-triphosphate）",D,,生物化學,
