id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
11,"有關大腸憩室(colonic diverticulum)及肛門疾病的敘述,以下何者不正確?","1, 2, 3, 4","2, 3, 4","1, 3","1, 3, 4",D,,腸腫瘤，阻塞，直腸肛門疾病及外科治療,胡晃鳴,大腸憩室是一種常見的腸道疾病，特別是在老年人中。大部分的憩室是偽憩室，僅侵犯到黏膜和黏膜下層。根據地區差異，西方人多見於乙狀結腸，而東方人則多見於右側結腸。肛門疾病如肛門瘺管的形成則遵循Goodsall's rule，這是一種描述肛門瘺管內外開口位置的原則。選項D中的描述不正確，因為肛裂最常發生在肛門的後中線，而不是直接切開內括約肌。
12,"有關腸阻塞(small bowel obstruction, ileus)的敘述,下列何者正確?","1, 2, 3, 4","1, 2, 4","1, 2, 3","2, 3, 4",B,,腸腫瘤，阻塞，直腸肛門疾病及外科治療,胡晃鳴,腸阻塞是指小腸或大腸的通道被阻塞，導致腸道內容物無法正常通過。腹部手術是造成腸阻塞的最常見原因，約60%的病例與腸粘連有關。近端小腸阻塞常伴隨腹脹，而遠端小腸阻塞則常見嘔吐。術後早期小腸阻塞定義為術後30天內發生的阻塞，這一點在臨床上非常重要，因為早期識別和處理可以減少併發症的風險。選項B正確地涵蓋了這些要點。
13,診斷肝硬化的黃金準則(gold standard)為,肝切片病理呈現 Metavir fibrosis score 4,Fibrosis 4 index (FIB-4) 值大於 6.5,肝纖維化超音波 Fibroscan 值大於 12 kPa,超音波呈現肝實質粗糙併脾臟腫大,A,,門脈高壓、肝硬化與衰竭,黃釧峰,肝硬化的診斷通常依賴於肝切片的病理檢查，特別是Metavir fibrosis score 4，這表示肝臟已經出現了顯著的纖維化變化。雖然其他指標如FIB-4指數和Fibroscan也有助於評估肝臟的健康狀況，但肝切片仍被視為確診肝硬化的金標準。這是因為肝切片能提供直接的組織學證據，顯示肝臟的纖維化程度和其他病理變化。
14,何者非失償性肝硬化(decompensated liver cirrhosis)患者重要與常見之臨床表現?,肝腎症候群(hepatorenal syndrome),腸菌增生與移轉 (Intestinal bacterial overgrowth and translocation),肌少症(sacropenia),骨質疏鬆(osteoporosis),D,,門脈高壓、肝硬化與衰竭,黃釧峰,失償性肝硬化患者常見的臨床表現包括肝腎症候群、腸菌增生與移轉以及肌少症。這些症狀反映了肝臟功能的嚴重損害及其對全身健康的影響。相對而言，骨質疏鬆並不是失償性肝硬化的主要表現，雖然肝硬化患者可能會有骨質疏鬆的風險，但這並不是失償性肝硬化的直接臨床表現。因此，選項D是正確的答案。
15,"根據 Makuuchi 教授 於 1993 所發表的研究,以下何者可做左外側肝葉切除?",ICG (Indocyanine green) test 為 50%,總膽紅素(total bilirumin) 3.5mg/dL,頑固性腹水,以上皆不可,D,,肝腫瘤和創傷的手術治療,莊世昌,根據Makuuchi教授的研究，進行左外側肝葉切除的患者必須具備良好的肝功能。ICG測試和總膽紅素水平的指標都顯示肝功能不佳，而頑固性腹水則是肝硬化的併發症，這些情況都不適合進行肝切除手術。因此，選項D是正確的，因為在這些情況下，手術風險過高，可能導致患者的病情惡化。
16,ALPPS (Associating liver partition and portal vein ligation for staged hepatectomy)，如果是做擴大右葉切除，第一階段需截斷的脈管是?,右肝動脈,右門靜脈,左肝動脈,左門靜脈,B,,肝腫瘤和創傷的手術治療,莊世昌,ALPPS是一種新興的肝臟手術技術，旨在通過分段切除肝臟來促進肝臟再生。在進行擴大右葉切除的過程中，首先需要截斷右門靜脈，這樣可以使血流集中到左肝，促進其增大，為後續的手術創造條件。這一過程不僅有助於提高左肝的功能，還能降低手術後的併發症風險。正確理解ALPPS的步驟和目的對於外科醫生來說至關重要，因為這直接影響到患者的預後和手術成功率。
17,Pringle maneuver 無法控制以下血流?,肝動脈,肝靜脈,門靜脈,,B,,肝腫瘤和創傷的手術治療,莊世昌,Pringle maneuver是一種外科技術，用於控制肝臟手術中的出血。通過夾住肝十二指腸韌帶，可以有效地阻斷肝動脈和門靜脈的血流，從而減少肝臟的血流量，降低手術過程中的出血風險。然而，這一技術無法控制肝靜脈的血流，因此在進行手術時，外科醫生需要特別注意肝靜脈的出血情況，並採取其他措施來應對可能的出血問題。
18,腹部創傷快速評估FAST (Focused assessment with sonography for trauma) 檢查中，要看Morrison’s pouch，超音波探頭需放在病人的?,右上腹,右下腹,左上腹,左下腹,A,,消化系超音波學,王志文,Morrison's pouch是位於右上腹的一個解剖區域，通常在腹部創傷的超音波檢查中被評估。這個區域是肝臟和腎臟之間的潴留腔，當有腹腔出血或液體積聚時，超音波檢查能夠有效地檢測到這些變化。正確放置超音波探頭在右上腹可以幫助醫生快速評估病人的狀況，及時發現潛在的內部損傷或出血，從而為後續的治療提供重要依據。
19,關於肝癌診斷工具以下敘述何者正確？,影像學檢查,血液甲型胎兒蛋白檢查,組織學檢查,以上皆是診斷工具之一,D,,肝臟腫瘤診斷與處理的原則,魏鈺儒,肝癌的診斷通常依賴多種工具的結合，包括影像學檢查、血液檢查和組織學檢查。影像學檢查如超音波、CT和MRI是最重要的診斷手段，能夠幫助醫生檢測肝臟的結構變化和腫瘤的存在。血液中的甲型胎兒蛋白（AFP）水平也常用於篩查和監測肝癌的進展。組織學檢查則是確診的金標準，雖然它具有侵入性和風險，但在影像學無法明確診斷的情況下，仍然是必要的。綜合這些工具的使用，可以提高肝癌的診斷準確性，並為治療方案的制定提供依據。
20,一位60歲男性，B肝帶原，生活自理仍在工作，肝功能正常，定期腹部超音波檢查發現單一肝結節2.5公分，患者接受進一步肝臟電腦斷層檢查，無淋巴結以及遠端轉移，病理組織診斷為肝細胞癌，患者想接受治療，請問您會建議患者以下何種治療：,手術切除 (resection),肝腫瘤消融(ablation),支持性療法 (supportive care),手術切除 或 肝腫瘤消融,D,,肝臟腫瘤診斷與處理的原則,魏鈺儒,對於這位60歲的男性患者，考慮到他是B型肝炎的帶原者且肝功能正常，且檢查顯示單一肝結節2.5公分，病理診斷為肝細胞癌，治療選擇應該是手術切除或肝腫瘤消融。手術切除是治療早期肝細胞癌的首選，尤其是在腫瘤未轉移且患者的肝功能良好的情況下。肝腫瘤消融則是一種微創的治療選擇，適合於某些不適合手術的患者。根據患者的具體情況，醫生可以根據腫瘤的大小、位置及患者的整體健康狀況來決定最合適的治療方案。
21,一歲半的小男孩被帶來兒科急診，母親主訴從昨天開始出現陣發性腹部絞痛與哭鬧 (intermittent crying)，間隔約 15 至 20 分鐘。以下的臨床判斷與處置，何者最為適當？,這是嬰兒腸絞痛 （infantile colic）的好發年齡，給予薄荷油塗抹腹部，回家觀察進食狀況即可,沒有出現發燒、嘔吐或帶血絲及黏液的腹瀉，可診斷為病毒性胃腸炎，採取支持性療法，開立益生菌,依疾病好發年齡及症狀判斷，很可能是腸套疊 (intussusception) ，應立即安排腹部超音波檢查,最有可能是便秘導致糞便阻塞，應給予浣腸塞劑,C,,兒童消化疾病,施相宏,這位一歲半的小男孩出現的陣發性腹部絞痛，可能是腸套疊的表現。腸套疊是一種急症，通常發生在嬰幼兒中，當一段腸道滑入相鄰的腸道中時，會導致腸道阻塞和缺血。由於小孩的年齡和症狀，應立即安排腹部超音波檢查以確認診斷。及早診斷和處理腸套疊是非常重要的，因為延誤可能導致腸道壞死和其他嚴重併發症。
22,膽道閉鎖 (biliary atresia) 是嬰兒期最重要的慢性肝膽疾病，也是兒童進行肝臟移植手術最常見的病因，下列敘述何者錯誤？,台-6灣是世界上最早將嬰兒大便顏色卡整合至全國性健康手冊的國家，若出生二週後仍有黃疸，應比對嬰兒大便顏色是否異常，藉以早期篩檢診斷膽道閉鎖,膽道閉鎖最主要的臨床表現是延長性黃疸，超過二週大仍有黃疸的嬰兒都必須注意是否有灰白色大便,膽道閉鎖的嬰兒，抽血檢驗會發現有直接型黃疸(direct-type jaundice)，跟哺喂母乳相關的母乳性黃疸之間接型黃疸(indirect-type jaundice)不同,"葛西式手術(Kasai operation、肝門空腸吻合術)是膽道閉鎖的治療方式, 將小腸連接至肝臟門脈區殘餘的膽管組織。由於在新生兒時期進行開刀的危險性高，必須在出生三個月大以後再開刀",D,,兒童消化疾病,施相宏,膽道閉鎖是一種嚴重的肝膽疾病，通常在嬰兒出生後不久出現。對於這種疾病，葛西式手術是主要的治療方法，通常建議在出生後的早期進行手術，以提高成功率和改善預後。選項D的說法不正確，因為手術應儘早進行，而不是等到三個月大。早期診斷和治療對於改善膽道閉鎖患者的生活質量至關重要。
23,"溢吐奶常見於新生兒，必須將幽門肥厚性阻塞（idiopathic hypertrophic pyloric stenosis, IHPS）以及胃食道逆流疾患 (gastroesophageal reflux disease, GERD) 列入鑑別診斷。下列關於 IHPS 與 GERD的臨床表現敘述，何者錯誤？",出生後很快出現嘔吐、無法餵食，且嘔吐物含有大量黃綠色膽汁，是幽門肥厚性阻塞的典型特徵,出生二週後逐漸發生噴射狀嘔吐(projectile vomiting)，必須考慮 IHPS，可安排腹部超音波或上消化道攝影(upper gastrointestinal series)來診斷,GERD 可能以慢性咳嗽、喘鳴聲 (wheezing)，或是吸入性肺炎 (aspiration pneumonia)等呼吸道症狀為表現,餵食中或餵食後若發生頭部後仰，頸部扭轉等異常動作，也可能是胃食道逆流刺激所表現之併發症，稱為 Sandifer syndrome,A,,兒童消化疾病,施相宏,幽門肥厚性阻塞（IHPS）是一種常見於新生兒的疾病，通常表現為噴射狀嘔吐，且嘔吐物通常不含膽汁。選項A的描述不正確，因為IHPS的嘔吐物不會含有大量的黃綠色膽汁，這是膽道問題的表現。正確的臨床判斷對於及早診斷和治療IHPS至關重要，因為延誤可能導致嚴重的營養不良和脫水。
24,兒童功能性便秘（Functional constipation）須與巨結腸症 (Hirschsprung disease) 做鑑別診斷，下列敘述何者正確？,嬰幼兒較常發生功能性便秘的主要原因，是因為遠端大腸神經節細胞發育異常，稱為 neural crest migration defect,幼兒出現解便疼痛出血，發生憋便(withholding)甚至遺便(fecal soiling)，這些都是巨結腸症的典型特徵,巨結腸症 (Hirschsprung disease) 可能導致兒童下消化道阻塞，若於新生兒時期發病，臨床表現包括超過 48 小時未解胎便並合併腹脹,"鋇劑大腸攝影檢查 (non-preparing megacolon series) 可作為 Hirschsprung disease 的初步診斷工具，呈現異常擴張巨大結腸的部位, 就是無神經節細胞的腸道，必須手術切除",C,,兒童消化疾病,施相宏,功能性便秘和巨結腸症的鑑別診斷對於兒童的健康至關重要。巨結腸症是一種由於神經節細胞發育不全而導致的先天性疾病，通常會在新生兒期表現為未解胎便和腹脹。選項C正確地指出，巨結腸症可能導致下消化道阻塞，並且在新生兒期發病時，臨床表現非常明顯。早期診斷和手術治療對於改善患者的預後至關重要。
25,關於遺傳性血鐵沉著症(hemochromatosis)，下列何者最不適當？,肝臟組織可用 Prussian blue 染出藍色的鐵沉積。,最常發病於兒童時期，且一般而言，女性較男性早發病。,可造成糖尿病(diabetes)、肝硬化及心臟病變。,最常見為 HFE 基因變異。,B,,肝膽胰病理學,韋又菁,遺傳性血鐵沉著症是一種由於鐵的過度吸收和沉積所引起的遺傳性疾病。選項B的說法不正確，因為這種疾病通常在成年期發病，且男性的發病年齡通常早於女性。正確的診斷和管理對於減少併發症的風險至關重要，包括糖尿病、肝硬化和心臟病變。早期識別和治療可以顯著改善患者的生活質量和預後。
26,關於原發性硬化性膽管炎(primary sclerosing cholangitis)，下列敘述何者最不適當？,發生於女性較男性多，會出現疲勞，搔癢和黃疸。,與 HLA-B8 相關且常伴隨 ulcerative colitis,病理切片可見膽道有 onion skin fibrosis (periductal fibrosis/sclerosis)。,可能會造成會肝硬化並增加 cholangiocarcinoma 的風險。,A,,肝膽胰病理學,韋又菁,原發性硬化性膽管炎是一種慢性膽道疾病，主要影響男性，且常與潰瘍性結腸炎相關。此病的病理特徵包括膽道的onion skin fibrosis，這是由於膽道周圍的纖維化所致。雖然此病可能導致肝硬化及膽管癌的風險增加，但其發病率在性別上卻是男性較女性為多。因此，選項A的描述不正確，因為它顛倒了性別比例的事實。
27,"以下關於病毒性肝炎的敘述,何者最不適當?",A 型肝炎與衛生環境相關，幾乎不會形成chronic hepatitis或carrier state,C 型肝炎很常造成慢性肝炎，可藉由檢測Anti-HCV antibodies診斷是否感染。,B 型肝炎的病人因其免疫反應不同，臨床表現也相當多樣性，所謂健康帶原者抽血可見HBsAg(+) HBeAg(+) ,E 型肝炎病毒常是造成旅行者肝炎（traveler hepatitis）的元凶，並且懷孕婦女感染有將近 20%的死亡率,C,,肝膽胰病理學,韋又菁,病毒性肝炎的不同類型有其特定的臨床特徵和診斷標準。A型肝炎通常與衛生環境有關，且不會形成慢性肝炎或帶原狀態。C型肝炎則常導致慢性肝炎，且可透過抗HCV抗體檢測來診斷。B型肝炎的健康帶原者通常會顯示HBsAg陽性和HBeAg陰性，這是因為帶原者的免疫反應不同。選項C的描述不正確，因為它錯誤地表示健康帶原者的HBeAg狀態。
28,關於酒精性肝炎之敘述，何者錯誤？,典型可見肝臟脂肪堆積，Mallory hyaline，漿細胞(plasma cell)浸潤。,纖維化通常由 central vein 開始，之後往 portal areas 延伸。,AST 通常比 ALT 高約兩倍以上。,酗酒而言，女性似乎比男性更容易受到肝臟損傷。,A,,肝膽胰病理學,韋又菁,酒精性肝炎是一種由長期酗酒引起的肝臟疾病，特徵包括肝臟脂肪堆積和Mallory hyaline的形成。這種病理變化通常伴隨著嗜中性白血球的浸潤，而不是漿細胞。纖維化的過程通常是從中央靜脈開始，然後向門脈區域延伸。AST和ALT的比率通常在酒精性肝炎中會顯示AST高於ALT，這是由於酒精對肝臟的影響。選項A的描述不正確，因為它未提及嗜中性白血球的浸潤，這是酒精性肝炎的一個重要特徵。
29,某 44 歲男性，已知是 B 型肝炎帶原者近 20 年。最近覺得容易疲倦且右上腹部不適。身體檢查發現他肝臟較小且有脾腫大現象。腹部超音波檢查在肝臟右葉發現一個 10 公分大的腫瘤。血清中胎兒甲型蛋白值(alpha-fetoprotein)上升。下列有關肝臟腫瘤的敘述，何者最適當？,以腺體構造不規則排列在纖維組織是最常見的腫瘤形態。,腫瘤外圍不會形成纖維化被膜。,K-RAS 基因突變是腫瘤發生的主要原。,因腫瘤細胞主要經由靜脈系統轉移。,D,,肝膽胰病理學,韋又菁,這位44歲男性的病史顯示他是B型肝炎的帶原者，並且最近出現了肝臟腫瘤的症狀。肝細胞癌（HCC）是與B型肝炎密切相關的腫瘤，且通常會在肝臟的纖維化組織中生長。HCC的腫瘤細胞主要通過靜脈系統轉移，而不是淋巴系統。選項A和B的描述不正確，因為HCC通常會在纖維化的被膜內生長。選項C提到的K-RAS基因突變並不是HCC最常見的突變基因，這些通常是β-catenin、TERT和TP53。因此，選項D是正確的，因為它正確描述了HCC的轉移方式。
30,一位酗酒的 40 歲男性，酒後因上腹痛來急診，病人血清消化酶(amylase)及脂肪酶(lipase)升高，則病人最有可能出現下列何種病理變化？,胃潰瘍穿孔。,心臟廣泛性壞死。,胰臟出血性壞死。,肝臟大塊性壞死。,C,,肝膽胰病理學,韋又菁,這位40歲男性因酗酒而出現上腹痛，並且血清中的消化酶（如澱粉酶和脂肪酶）升高，這通常是急性胰臟炎的指標。急性胰臟炎的病理變化包括胰臟的出血性壞死，這是由於胰臟組織的自我消化和炎症反應所引起的。選項A提到的胃潰瘍穿孔和選項B的心臟壞死並不符合此病人的症狀和檢查結果。選項D的肝臟大塊性壞死也不符合，因為這位病人的主要問題是胰臟的病變。因此，選項C是最有可能的病理變化。
31,關於肝臟 circulation disorder 方面的疾病，下列敘述何者最不適當？,Portal vein obstruction and thrombosis 病人表現以 portal hypertension 為主，如腹水與食道靜脈曲張。,Nutmeg liver 可見肝臟組織有 centrilobular hemorrhagic necrosis，與心臟衰竭有關。,Sinusoidal obstruction syndrome 可見肝臟組織有 necrosis of perivenular hepatocytes，死亡率極高。,Impaired blood flow through the liver 最常見的原因是 intraabdominal cancers，尤其是hepatocellular carcinoma。,D,,肝膽胰病理學,韋又菁,肝臟的循環障礙可以由多種因素引起，包括門靜脈阻塞和血栓形成，這會導致門脈高壓的症狀，如腹水和食道靜脈曲張。Nutmeg liver是由於心臟衰竭引起的肝臟變化，特徵為中心小葉的出血性壞死。窦道阻塞綜合症則是由於肝臟的微血管阻塞，導致肝細胞的壞死，且死亡率極高。選項D的描述不正確，因為肝硬化是造成肝內血流受阻的常見原因，而不是腹腔內癌症。
32,關於膽囊疾病，下列敘述何者最不適當？,最常見的先天性疾病是 folded fundus。,"急性 acalculous cholecystitis 與 ischemia 有關，好發於 major trauma, sepsis 等的病人。","膽囊癌是最常見的 extrahepatic biliary tract malignancy，較好發於女性, 病理型態以adenocarcinoma 最常見。",膽囊結石中的 pigment stone，其成分以 conjugated bilirubin 膽紅素鈣鹽為主，與膽道發炎有關。,B,,肝膽胰病理學,韋又菁,膽囊疾病的描述中，急性無結石性膽囊炎（acalculous cholecystitis）通常與缺血有關，並且常見於重症病人，如遭受重大創傷或敗血症的患者。選項B的描述不正確，因為急性無結石性膽囊炎的發生並不僅限於這些情況。選項A提到的folded fundus是膽囊的常見先天性變異，選項C正確地指出膽囊癌是最常見的膽道惡性腫瘤，且多見於女性。選項D的描述則是錯誤的，因為膽囊結石中的色素結石主要由未結合的膽紅素組成，而非結合型膽紅素。
33,下列對於不同類型腹痛的敘述，何者錯誤？,臟器性疼痛(visceral pain)發生時能很清楚地定位疼痛的明確位置。,體壁性疼痛(somatic-parietal pain)由 A-delta fibers 來傳導，A-delta fibers 分布於皮膚和肌肉，屬於尖銳性疼痛(sharp pain)。,轉移性疼痛(referred pain)指疼痛感受部位和產生疼痛的器官位置不同。,轉移性疼痛(referred pain)的原理是因為不同解剖區域的臟器傳入神經元 (visceral afferent neurons)和軀體傳入神經元(somatic afferent neurons)會在同一節脊髓中匯合成次級神經元(second-order neurons)，而後再將訊號傳入大腦。,A,,腹部常見症狀(含急性腹痛),王俊偉,腹痛的類型可以分為臟器性疼痛、體壁性疼痛和轉移性疼痛。臟器性疼痛通常是由內臟器官的刺激引起，並且不易精確定位，這與選項A的描述相反。體壁性疼痛則由A-delta纖維傳導，這些纖維分布於皮膚和肌肉，通常表現為尖銳的疼痛。轉移性疼痛是指疼痛感受的部位與實際產生疼痛的器官位置不同，這是由於不同解剖區域的神經元在脊髓中匯合。選項A的描述不正確，因為臟器性疼痛並不容易定位。
34,下列關於急性腹痛的敘述何者錯誤？,急性腹痛的定義為腹痛發生時間小於 7 天。,最常見的急性腹痛為急性盲腸炎。,急性盲腸炎剛發生時常以噁心、厭食和肚臍周圍疼痛來表現，發生後 6 到 8 小時後疼痛才會移轉至右下腹。,臨床上用來診斷急性盲腸炎的影像檢查中，以腹部電腦斷層的準確度最高。,B,,腹部常見症狀(含急性腹痛),王俊偉,急性腹痛的定義是腹痛發生時間小於7天，這是正確的。急性盲腸炎是常見的急性腹痛原因之一，但並不是唯一的，許多其他情況也可能導致急性腹痛，實際上，非特異性腹痛可能是最常見的急性腹痛原因。急性盲腸炎的症狀通常包括噁心、厭食和肚臍周圍的疼痛，隨後疼痛會轉移至右下腹。影像檢查中，腹部電腦斷層的準確度確實較高，因此選項B的描述不正確。
