id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
11,親子旅行團回國後，有3名參加的學齡前孩童先後因出血性腹瀉至醫院就醫。醫院在3名孩童的糞便中均分離出O157:H7血清型大腸桿菌（Escherichia coli）。下列何者是最常見的嚴重併發症？,腦膜炎,敗血症,溶血性尿毒症,橫紋肌溶解症,C,,消化系統之細菌感染 張仲羽,溶血性尿毒症候群（HUS）是由志賀毒性大腸桿菌（STEC）引起的一種嚴重併發症，特別是血清型O157:H7。這種併發症通常發生在感染後的幾天內，並且以出血性腹瀉為前驅症狀。HUS的主要特徵包括急性腎衰竭、溶血性貧血和血小板減少。由於這些孩童的糞便中檢測到O157:H7，這使得HUS成為最可能的併發症。了解HUS的病理生理和臨床表現對於及時診斷和治療至關重要，以減少潛在的死亡率和長期後遺症。
12,某旅行社舉辦出國5日遊，回國後，有3名參加的孩童先後因出血性腹瀉至醫院就醫，其中1名4歲兒童還併發溶血性尿毒症候群。下列那種細菌最有可能是導致此事件的致病原？,大腸桿菌（Escherichia coli）,綠膿桿菌,副溶血弧菌,胃幽門桿菌,A,,消化系統之細菌感染 張仲羽,在這個案例中，出血性腹瀉和隨後的溶血性尿毒症候群（HUS）是由志賀毒性大腸桿菌（STEC）引起的最常見併發症。STEC，特別是O157:H7型，與這些症狀密切相關，並且在兒童中更為常見。這種細菌通常通過食用受污染的食物或水傳播，並且在感染後幾天內可能出現嚴重的腸道症狀。了解這種細菌的傳播途徑和致病機制對於預防和控制感染至關重要。
13,大腸桿菌（Escherichia coli）所引起各種不同型態的腹瀉症主要取決於：,共同感染的其他細菌之種類,此菌的體表抗原性,宿主的免疫力,此菌所產生的毒力因素,D,,消化系統之細菌感染 張仲羽,大腸桿菌（E. coli）引起的腹瀉症狀主要取決於其所產生的毒力因素。這些毒力因素包括各種毒素和附著因子，這些因子能夠影響細菌在腸道中的生存和繁殖。根據其致病機制，大腸桿菌可分為多種類型，如enterotoxigenic、enteropathogenic和enterohemorrhagic等，每種類型都有其特定的毒力因素和致病機制。了解這些毒力因素對於診斷和治療E. coli引起的腹瀉至關重要，因為不同類型的E. coli可能需要不同的治療策略。
14,腸道出血型大腸桿菌（Enterohemorrhagic Escherichia coli）所引起的嚴重併發症，最常見者為：,腸穿孔,腦膜炎,急性腎絲球腎炎,溶血性尿毒症候群,D,,消化系統之細菌感染 張仲羽,腸道出血型大腸桿菌（EHEC）引起的最常見嚴重併發症是溶血性尿毒症候群（HUS）。這種併發症通常發生在感染後的幾天內，並且以出血性腹瀉為前驅症狀。HUS的主要特徵包括急性腎衰竭、溶血性貧血和血小板減少。EHEC，特別是O157:H7型，與這些症狀密切相關，並且在兒童中更為常見。了解HUS的病理生理和臨床表現對於及時診斷和治療至關重要，以減少潛在的死亡率和長期後遺症。
15,傷寒瑪莉是一位無症狀的傷寒沙門氏桿菌（Salmonella Typhi）帶原者，通常這株菌最常躲在帶原者的何種器官中？,肝臟,膽囊,胰臟,大腸,B,,消化系統之細菌感染 張仲羽,傷寒沙門氏桿菌（Salmonella Typhi）是一種人類專性病原菌，無症狀的帶原者通常會在膽囊中潛伏。這是因為膽囊提供了一個適合細菌生存的環境，並且在某些情況下，這些帶原者可能會在未經處理的情況下將細菌排出，從而導致其他人感染。了解這一點對於公共衛生和疾病控制至關重要，因為無症狀帶原者可能是傳播疾病的主要來源。
16,一位患者隔餐食用放在室溫含有雞蛋的馬鈴薯沙拉，隔天中午開始發燒、腹痛、上吐下瀉，排出的糞便不含血。下列那一株細菌是最有可能造成食物中毒的原因？,痢疾志賀桿菌（Shigella dysenteriae）,產生志賀毒素的大腸桿菌（Shiga toxin-producing Escherichia coli）,霍亂弧菌（Vibrio cholerae）,傷寒沙門氏桿菌（Salmonella Typhi）,D,,消化系統之細菌感染 張仲羽,根據題目描述，患者在食用含有雞蛋的馬鈴薯沙拉後出現發燒、腹痛和上吐下瀉的症狀，這些都是沙門氏菌引起的腸胃炎的典型表現。沙門氏菌通常與生食或未煮熟的禽肉和蛋類有關，並且在室溫下容易繁殖。雖然其他細菌也可能引起類似的症狀，但根據患者的症狀和食物來源，傷寒沙門氏菌是最有可能的致病菌。
17,有關傷寒沙門氏桿菌（Salmonella Typhi）的敘述，下列何者錯誤？,主要的傳染途徑為糞口傳染（fecal-oral spread）,大多由帶菌的家禽或家畜直接傳染給人,細菌會感染腸道，也會感染肝臟與脾臟,少數病人為無症狀帶原者，細菌通常潛伏在膽囊（gall bladder）,B,,消化系統之細菌感染 張仲羽,傷寒沙門氏桿菌（Salmonella Typhi）主要是通過糞口途徑傳播，這意味著感染通常是由於攝入被污染的食物或水。雖然某些動物可能攜帶其他類型的沙門氏菌，但傷寒沙門氏桿菌主要是人類的病原體，並且主要通過人與人之間的接觸傳播。因此，選項B是錯誤的，因為它暗示了主要的傳播途徑是通過動物，而不是人類。
18,下列有關傷寒（typhoid fever）及其病原菌的敘述，何者錯誤？,傷寒桿菌（Salmonella typhi）可在人體的吞噬細胞內存活並繁殖,病人的糞便檢體在發病第一週細菌培養常呈陽性結果,傷寒帶原者，細菌多潛伏於膽囊,菌體的Vi莢膜多醣體（Vi capsular polysaccharides）可以作為疫苗,B,,消化系統之細菌感染 張仲羽,在傷寒的診斷中，血液檢體的細菌培養在發病的第一週通常會呈陽性結果，而糞便檢體則在後期的幾週內才可能檢測到細菌。因此，選項B是錯誤的，因為它誤導性地表示糞便檢體在早期會呈陽性。傷寒桿菌能夠在人體的吞噬細胞內存活並繁殖，這是其致病性的一部分，而Vi莢膜多醣體則是疫苗的關鍵成分。
19,傷寒桿菌（Salmonella Typhi）的重要毒力因素，也被用以製成疫苗的Vi抗原所含的成分是：,溶血素（hemolysin）,莢膜多糖體（capsular polysaccharides）,胜肽聚糖（peptidoglycan）,鞭毛素（flagellin）,B,,消化系統之細菌感染 張仲羽,傷寒桿菌（Salmonella Typhi）的Vi抗原是其莢膜多醣體，這種成分在免疫反應中扮演著重要角色，並且被用來製作疫苗以預防傷寒。莢膜多醣體能夠幫助細菌逃避宿主的免疫系統，並且在疫苗中使用時，可以刺激宿主產生針對該抗原的免疫反應，從而提供保護。這使得Vi抗原成為傷寒疫苗的關鍵成分，並且對於公共衛生的防控措施至關重要。
20,傷寒沙門氏菌（Salmonella typhi）菌體的何種成分可以作為疫苗抗原，以產生保護性免疫力？,鞭毛蛋白（flagellin）,莢膜多糖體（capsular polysaccharides）,菌毛蛋白（pilin）,脂多糖體（lipopolysaccharides）,B,,消化系統之細菌感染 張仲羽,Salmonella Typhi的莢膜多醣體（Vi抗原）是其主要的免疫原性成分，能夠刺激宿主的免疫系統產生抗體，從而提供保護性免疫。這種抗原的存在使得疫苗能夠有效地預防傷寒，並且在臨床上已經被廣泛應用。莢膜多醣體的特性使其成為一個理想的疫苗成分，因為它能夠有效地誘導免疫反應並提供長期的保護。
21,一名從越南去美國旅遊的年輕女孩，因持續原因不明的發燒而至當地的一家醫院就醫。醫師發現除了發燒，病人還有肝腫大、腹痛等症狀，且在其血液中分離到一株不發酵乳糖的腸內桿菌科（Enterobacteriaceae）細菌。病人在服用能殺死該菌的抗生素4天後，即退燒並出院。此菌最有可能屬於下列那種菌屬？,假單胞桿菌屬（Pseudomonas）,克雷白氏菌屬（Klebsiella）,變形桿菌屬（Proteus）,沙門氏菌屬（Salmonella）,D,,消化系統之細菌感染 張仲羽,根據病人的症狀和檢測結果，該細菌最有可能屬於沙門氏菌屬（Salmonella）。病人出現的發燒、肝腫大和腹痛等症狀，符合傷寒的臨床表現，而沙門氏菌屬的細菌通常不發酵乳糖，這與題目中提到的特徵相符。這種情況下，及時使用抗生素能夠有效控制感染，並且病人在接受治療後迅速恢復健康。
22,承上題，下列何者是此疾病的主要感染源？,空調系統,長期帶菌者,地下水,貓狗等寵物,B,,消化系統之細菌感染 張仲羽,傷寒的主要感染源是長期帶菌者，這些人可能沒有明顯的症狀，但仍然能夠通過糞便將細菌排出，從而傳播給其他人。這種情況在公共衛生中非常重要，因為無症狀的帶菌者可能成為疾病的隱性傳播者。了解這一點有助於制定有效的防控措施，特別是在流行病學調查和疫苗接種策略中。
23,有關志賀氏桿菌（Shigella）的敘述，下列何者錯誤？,桿菌性痢疾的主要病原菌,痢疾志賀氏桿菌可產生Shiga toxin,具侵犯性，會侵入腸壁細胞並擴散至鄰近細胞,引發感染需要超過108的菌量,D,,消化系統之細菌感染 張仲羽,志賀氏桿菌（Shigella）是一種高傳染性的病原菌，主要引起細菌性痢疾。其感染所需的菌量極低，僅需100至200個細菌即可引發疾病，這使得其傳播速度非常快。選項D提到的超過108的菌量是錯誤的，因為這與志賀氏桿菌的特性不符。志賀氏桿菌的主要病原性來自於其能夠侵入腸道細胞並引發細胞死亡，進而造成腸道的炎症和潰瘍。這種細菌的傳播途徑主要是糞便-口腔途徑，且人類是其唯一的宿主，因此在密切接觸的環境中，尤其是學校或托兒所等場所，容易發生疫情。
24,下列那種細菌毒素的作用機制是抑制蛋白質的合成？,志賀毒素,霍亂毒素,破傷風毒素,,A,,消化系統之細菌感染 張仲羽,志賀毒素（Shiga toxin）是由志賀氏桿菌產生的一種強效毒素，其主要作用機制是通過切斷宿主細胞的60S核糖體的28S rRNA，從而阻止蛋白質的合成。這一過程會導致細胞功能的喪失，進而引發細胞死亡和組織損傷。相比之下，霍亂毒素主要通過激活腺苷酸環化酶來增加細胞內的cAMP水平，導致水分和電解質的大量流失，造成腹瀉。破傷風毒素和肉毒桿菌毒素則主要影響神經系統，導致不同類型的麻痺。因此，志賀毒素在細菌感染中扮演著重要的角色，特別是在引發嚴重的腸道疾病時。
25,下列那種病菌造成腸胃道感染所需的菌量最低？,弧菌屬,沙門氏菌屬,志賀氏菌屬,耶爾辛氏菌屬,C,,消化系統之細菌感染 張仲羽,在多種腸胃道感染病原菌中，志賀氏桿菌（Shigella）所需的感染菌量最低，僅需100至200個細菌即可引發感染。這一特性使得志賀氏桿菌在密集人群中傳播的風險大大增加。相比之下，沙門氏菌和弧菌等其他病原菌則需要更高的菌量才能引起感染，通常在105至108個細菌之間。這種低感染劑量的特性使得志賀氏桿菌成為公共衛生中的一個重要挑戰，特別是在學校和托兒所等環境中，容易引發疫情。
26,某國小爆發數十名學童先後在5日內發生下痢的事件，症狀包含腹瀉、發燒、嘔吐、裏急後重。由其中十多名患者的糞便中及該校師生用來洗手的地下水中，分離出一株不發酵乳糖、無運動性之腸內桿菌科細菌。衛生單位對患者施以居家隔離，消毒地下水，並對全校師生投予抗生素後，疫情幸未再擴大。下列菌屬中，何者最有可能是造成此次事件的元兇？,埃希氏菌屬,沙門氏菌屬,志賀氏菌屬,耶爾辛氏菌屬,C,,消化系統之細菌感染 張仲羽,根據題目描述，學童出現的症狀如腹瀉、發燒、嘔吐及裏急後重（tenesmus）都與志賀氏桿菌（Shigella）感染相符。志賀氏桿菌是引起細菌性痢疾的主要病原菌，且其傳播途徑通常是通過糞便-口腔途徑。題目中提到的細菌特徵——不發酵乳糖和無運動性，進一步支持了志賀氏桿菌的可能性。這種細菌的低感染劑量特性使得在學校等環境中容易引發疫情，因此衛生單位的應對措施如居家隔離和消毒是必要的。
27,承上題，下列有關此菌屬的敘述，何者錯誤？,能造成吞噬細胞之凋亡,人類是唯一的貯存宿主,易侵入病人血液，造成敗血症,常藉由人與人直接接觸而散播,C,,消化系統之細菌感染 張仲羽,志賀氏桿菌（Shigella）主要感染腸道黏膜，通常不會侵入血流，因此選項C是錯誤的。這種細菌的傳播主要依賴於人與人之間的直接接觸，特別是在衛生條件不佳的環境中。志賀氏桿菌能夠引發吞噬細胞的凋亡，這使得它能夠在宿主的免疫系統中存活並繁殖。人類是志賀氏桿菌的唯一宿主，這進一步強調了其傳播的高效性和公共衛生的重要性。
28,下列那種細菌不會造成人畜共通之感染症？,假結核耶爾辛氏菌,炭疽桿菌,福氏志賀氏菌,流產布魯氏菌,C,,消化系統之細菌感染 張仲羽,福氏志賀氏菌（Shigella flexneri）是一種主要感染人類的病原菌，並不會在動物中引起感染，因此不屬於人畜共通感染的範疇。相對於其他選項，假結核耶爾辛氏菌、炭疽桿菌和流產布魯氏菌均可在人類和動物之間傳播，屬於人畜共通感染。志賀氏桿菌的傳播主要是透過糞口途徑，且人類是其唯一的宿主，這使得它不具備人畜共通感染的特性。了解這些細菌的宿主範圍及傳播途徑對於公共衛生防控至關重要。
29,將檢體貯存於4℃兩週以上，再進行細菌分離的冷藏增殖法，適用於下列何種菌屬的病菌？,沙門氏菌屬,亞辛氏菌屬,幽門桿菌屬,,B,,消化系統之細菌感染 張仲羽,冷藏增殖法（cold enrichment）是一種特別的培養技術，主要用於分離在低溫環境中能夠生長的細菌，如亞辛氏菌屬（Yersinia）。這種方法特別適合於那些在常規培養條件下不易檢出或生長緩慢的病原菌。亞辛氏菌屬的某些成員，如腸炎耶爾森氏菌，能在低溫下繁殖，因此在進行細菌分離時，將樣本在4℃下保存並進行冷藏增殖，可以提高檢出率。這種技術在臨床微生物學中具有重要的應用價值，特別是在檢測食源性病原體時。
30,下列何種細菌產生之A-B毒素（A-B toxin）會造成腹痛、腹瀉等症狀？,金黃色葡萄球菌之腸毒素,產氣莢膜梭狀芽孢桿菌之α毒素,霍亂弧菌之霍亂毒素,,C,,消化系統之細菌感染 張仲羽,A-B型毒素是一類由細菌產生的毒素，通常由兩個部分組成：A部分具有酶活性，能夠進入宿主細胞並干擾細胞的正常功能；B部分則負責結合到宿主細胞的受體上。霍亂毒素是霍亂弧菌產生的一種A-B型毒素，能夠活化腺苷酸環化酶，導致細胞內cAMP濃度上升，最終引起腸道細胞大量分泌水分和電解質，造成腹瀉和脫水等症狀。因此，選擇C為正確答案。其他選項中的毒素並不屬於A-B型毒素，或其作用機制不符合題意。
31,一男子從東南亞返國一天後開始出現嘔吐、腹瀉症狀，因持續兩天嚴重水瀉而住院。病人隨後出現脫水、酸中毒和低血鉀等症候，糞便檢體培養出逗點狀彎曲、氧化酶陽性之細菌。此病患最有可能是感染了下列何種細菌？,霍亂弧菌,痢疾志賀氏桿菌,幽門桿菌,大腸桿菌,A,,消化系統之細菌感染 張仲羽,根據病人的症狀和檢測結果，霍亂弧菌（Vibrio cholerae）是最可能的致病菌。病人從東南亞返國後出現的嘔吐和腹瀉，特別是持續的水瀉，符合霍亂的典型臨床表現。此外，糞便檢體中培養出的逗點狀彎曲、氧化酶陽性細菌進一步支持了霍亂弧菌的診斷。霍亂弧菌的感染通常會導致嚴重的脫水和電解質失衡，這也是病人出現酸中毒和低血鉀的原因。因此，選擇A為正確答案。
32,下列菌屬中，何者對鹼性環境的耐受度最高？,螺旋桿菌屬,弧菌屬,假單胞菌屬,奈瑟氏菌屬,B,,消化系統之細菌感染 張仲羽,弧菌屬（Vibrio）是對鹼性環境耐受度最高的細菌之一，能夠在pH值高達9.0的環境中生長。這一特性使得弧菌能夠在某些鹼性水域中存活，並且是其生態適應的一部分。相比之下，其他選項中的細菌對鹼性環境的耐受性較低，因此在這道題中，選擇B為正確答案。
33,一位58歲男性突然出現嘔吐、大量水性腹瀉、急性腎衰竭等症狀，隨後在其糞便中分離出霍亂弧菌。下列何者最能做為確定此人罹患霍亂症的依據？,臨床症狀,所分離的細菌能分泌霍亂毒素,所分離的細菌屬O1血清型,在病人的血清中偵測到霍亂毒素,B,,消化系統之細菌感染 張仲羽,確定霍亂症的依據主要是檢測到霍亂弧菌分泌的霍亂毒素。雖然臨床症狀和血清型也能提供重要的診斷信息，但霍亂毒素的分泌是霍亂弧菌致病的關鍵因素。霍亂毒素通過活化腺苷酸環化酶，導致腸道細胞大量分泌水分和電解質，從而引起嚴重的腹瀉和脫水。因此，選擇B為正確答案。
34,承上題，下列對霍亂弧菌的敘述，何者正確？,對酸的耐受性高,所產生的神經毒素會刺激腸道的蠕動,人類是此菌唯一的天然宿主,無法生長於未添加鹽的培養基,C,,消化系統之細菌感染 張仲羽,霍亂弧菌（Vibrio cholerae）是人類唯一的天然宿主，這意味著它主要依賴人類作為其生存和繁殖的宿主。雖然霍亂弧菌對鹼性環境有較好的耐受性，但對酸性環境則相對敏感，這使得它在胃中難以存活。霍亂毒素的作用機制是通過活化腺苷酸環化酶，導致腸道細胞大量分泌水分和電解質，造成腹瀉。因此，選擇C為正確答案。
35,霍亂弧菌造成病患水瀉的機轉為：,腸消化液分泌增加,腸黏膜通透性增加,腸蠕動增加,迷走神經受到刺激,B,,消化系統之細菌感染 張仲羽,霍亂弧菌引起水瀉的主要機制是通過增加腸黏膜的通透性。霍亂毒素活化腺苷酸環化酶，導致細胞內cAMP濃度上升，這會促使腸道細胞大量分泌水分和電解質，最終導致嚴重的水瀉。這一過程不僅增加了腸道的水分流失，還可能導致脫水和電解質失衡。因此，選擇B為正確答案。
36,霍亂毒素對腸壁細胞的作用機制是：,抑制蛋白質的合成,增加細胞膜的通透性,增加電解質的主動分泌,抑制營養物質的攝取,C,,消化系統之細菌感染 張仲羽,霍亂毒素的作用機制主要是通過增加腸壁細胞對電解質的主動分泌。霍亂毒素活化腺苷酸環化酶，導致cAMP的增加，這會促使腸道細胞分泌大量的水分和電解質，從而引起腹瀉。這一機制是霍亂症的病理基礎，導致病人出現嚴重的脫水和電解質失衡。因此，選擇C為正確答案。
37,以下關於霍亂弧菌腸毒素之敘述，何者錯誤？,作用於小腸的細胞上,毒素分子主要由二個次單位A和B所組成,使毒素附著於腸細胞的接受器係由A次單位決定,B次單位由5個相同的胜肽所組成,C,,消化系統之細菌感染 張仲羽,霍亂毒素的結構由A和B兩個次單位組成，其中A次單位負責毒性，而B次單位則負責與腸道細胞的受體結合。選項C的說法是錯誤的，因為使毒素附著於腸細胞的受體是由B次單位決定，而不是A次單位。這一錯誤的理解可能會導致對霍亂毒素作用機制的誤解，因此選擇C為正確答案。
38,"霍亂弧菌(Vibrio cholerae) 的霍亂毒素(cholera toxin) 屬於A-B毒素, 其中A次單元(A subunit) 可作為標的細胞接受器(target cell receptor), 造成的生物學效應是:",引起標的細胞的死亡,抑制信息的傳遞,活化腺苷酸環化酶(Adenylcyclase),,C,,消化系統之細菌感染 張仲羽,霍亂毒素是由霍亂弧菌分泌的一種A-B型毒素，A次單元能夠與宿主細胞的受體結合，進而進入細胞內部。這一過程會導致腺苷酸環化酶的活化，進而增加細胞內環腺苷酸(cAMP)的濃度，最終引發水分和電解質的過度分泌，造成嚴重的水瀉。這種機制是霍亂的主要病理生理基礎，因此選擇C為正確答案。
39,霍亂弧菌（Vibrio cholerae）之血清型別是依據下列何者的抗原性予以區分？,鞭毛蛋白（flagellin）,莢膜多醣體（capsular polysaccharides）,脂多醣體（lipopolysaccharides）,,C,,消化系統之細菌感染 張仲羽,霍亂弧菌的血清型別主要是根據其表面抗原的不同來進行分類，特別是O抗原，這是由脂多醣體組成的。這些抗原的變異性使得霍亂弧菌能夠適應不同的環境並逃避宿主的免疫系統。了解這些抗原的特性對於疫苗開發和疾病控制具有重要意義，因此選擇C為正確答案。
40,有關Vibrio cholerae下列敘述何者為正確？,為厭氧性桿菌，有運動性,室溫生長較佳,能忍受鹼性pH,,C,,消化系統之細菌感染 張仲羽,Vibrio cholerae是一種兼性厭氧的細菌，這意味著它可以在有氧或無氧的環境中生長。它在37°C的體溫下生長最佳，但它也能在鹼性環境中生存，特別是在pH值8.5到9.5的範圍內。這種耐鹼性使得它能夠在某些環境中存活並引發感染，因此選擇C為正確答案。
41,"下列那一株菌會污染海鮮，並產生熱穩定溶血素（thermostable direct hemolysin, Kanagawa hemolysin）引起食物中毒？",大腸桿菌（Escherichia coli）,霍亂弧菌（Vibrio cholera）,腸炎弧菌（Vibrio parahaemolyticus）,,C,,消化系統之細菌感染 張仲羽,腸炎弧菌（Vibrio parahaemolyticus）是一種常見的海鮮污染病原，特別是在生食海鮮的情況下。它能夠產生熱穩定溶血素，這是一種腸毒素，能夠引發水瀉等症狀。這種細菌的存在與食物中毒事件密切相關，特別是在夏季或高溫環境中，因此選擇C為正確答案。
42,辨識具有毒力，所謂神奈川試驗陽性（Kanagawa-positive）之副溶血弧菌（Vibrio parahaemolyticus），通常是依據此菌所產生的下列那種成分？,莢膜多醣體（capsular polysaccharides）,熱不安定性腸毒素（heat-labile enterotoxin）,熱安定性溶血素（thermo-stable direct hemolysin）,,C,,消化系統之細菌感染 張仲羽,神奈川試驗陽性（Kanagawa-positive）是用來識別具有毒性的副溶血弧菌（Vibrio parahaemolyticus）的一種方法。這種細菌能夠產生熱安定性溶血素，這是一種關鍵的毒性因子，能夠引發食物中毒。透過檢測這種溶血素，可以有效地區分出毒性菌株，這對於公共衛生和食物安全至關重要，因此選擇C為正確答案。
