id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
11,關於腹部超音波檢查，下列敘述何者錯誤？,超音波檢查中液體之表現為無回音性(anechoic),超音波檢查應依部位選擇適合之探頭與頻率。探頭頻率越高，影像越清晰且能探測深度也越深,腹部超音波檢查前須請病患禁食至少6小時以上，才有利於膽囊之檢查,腹部超音波主用於偵測含大量液體或實質器官之病變。不適合用於食道，胃，小腸與大腸檢查,B,超音波檢查應依部位選擇適合之探頭與頻率。探頭頻率越高，影像越清晰且能探測深度也越淺。,消化系超音波學,葉明倫,腹部超音波檢查是一種非侵入性的影像學檢查，主要用於評估腹部器官的狀態。選項B的描述是錯誤的，因為探頭頻率越高，雖然影像越清晰，但其探測深度卻會變淺。這意味著高頻探頭適合用於表淺結構的檢查，而低頻探頭則適合用於較深的結構。了解這一點對於選擇合適的檢查方法至關重要，能夠提高診斷的準確性和效率。
12,下列關於常見肝膽胰疾病之超音波表現何者錯誤？,脂肪肝在超音波檢查中主要表現為肝臟實質回音性會明顯較右腎皮質(cortex)高(亮),肝邊緣鈍化、斑狀高超音波、肝內血管狹小扭曲、脾腫大、與側枝循環為肝硬化於超音波檢查中之表現,肝癌在超音波檢查中之表現為低回音性(hypoechoic)。若肝腫瘤表現為高回音性(hyperechoic)或混合回音性(mix echoic)則不可能為肝癌,,C,,消化系超音波學,葉明倫,肝癌的超音波表現通常為低回音性，這是由於腫瘤組織的密度與周圍正常肝組織的差異所致。選項C的描述是錯誤的，因為肝癌通常不會表現為高回音性或混合回音性。這一點在臨床診斷中非常重要，因為正確識別肝癌的超音波特徵可以幫助醫生做出更準確的診斷和治療決策。
13,下列何種檢查可以定量肝臟硬度？,超音波彈力影像,督卜勒超音波,電腦斷層攝影,T2加權磁振造影,A,,消化系統(肝膽胰)放射線學,郭禹廷,超音波彈力影像是一種新興的影像學技術，能夠定量評估肝臟的硬度，這對於診斷肝纖維化和肝硬化非常有幫助。這種技術利用超音波波的傳播速度來測量組織的彈性，從而推斷肝臟的硬度。相較於傳統的影像學檢查，超音波彈力影像具有無創、快速和高效的優勢，能夠為臨床提供重要的診斷信息。
14,"有關肝癌(hepatocellular carcinoma, HCC)的影像學表現，下列何者錯誤？",動脈相電腦斷層影像呈現影像強度增強 (hyperdense in the arterial phase of contrast-enhanced CT),動脈相磁振造影影像呈現影像強度增強 (hyperintense in the arterial phase of contrast-enhanced MRI),擴散加權磁振造影影像呈現影像強度降低 (hypointense on the high-b diffusion-weighted images),"門脈相及肝膽相磁振造影影像呈現影像強度降低 (hypointense in the portal, hepatobiliary phase of contrast-enhanced MRI)",C,HCC的影像學 ● CT/MRI的aterial phase為hyper- ● CT/MRI的portal phase及hepatobililary phase為hypo- ● DWI及T2都為hyper- 上課有強調，記起來,消化系統(肝膽胰)放射線學,郭禹廷,肝癌的影像學表現通常在動脈相時顯示為高回音性，而在門脈相及肝膽相時則顯示為低回音性。選項C的描述是錯誤的，因為擴散加權磁振造影影像應該在高b值下呈現高回音性，而不是低回音性。這一點在臨床診斷中至關重要，因為正確識別肝癌的影像學特徵可以幫助醫生做出更準確的診斷和治療決策。
15,"一位免疫力低下患者，肝臟出現多發性""小靶心""病灶時，最有可能的診斷為？",轉移性腫瘤,淋巴瘤,黴菌感染,病毒性肝炎,C,,消化系統(肝膽胰)放射線學,郭禹廷,在免疫力低下的患者中，肝臟出現多發性小靶心病灶通常提示黴菌感染，特別是當患者有其他風險因素時。這些小靶心病灶在影像學上可能表現為低回音性病灶，並且常見於免疫抑制患者。及早識別這些病灶對於及時治療和改善預後至關重要。
16,下列何者不是肝臟血管瘤(hemangioma)的典型影像？,MRI T2 高信號強度,向心性的對比劑顯影,"延遲橡實，病灶較正常肝臟顯影差(hypo-enhancement, or washout)",高超音波回音,C,,消化系統(肝膽胰)放射線學,郭禹廷,肝臟血管瘤的影像學特徵包括在MRI T2加權影像中呈現高信號強度，並且在動脈相時顯示向心性對比劑顯影。選項C的描述是錯誤的，因為血管瘤在影像學上通常不會表現為低顯影或洗出現象。這些特徵對於正確診斷肝臟血管瘤至關重要，因為它們有助於區分良性病變與其他惡性病變。
17,有關減重（bariatric surgery)的描述，下列何者為是？,是治療重度肥胖（severe obesity)最有效率的方式，也適合BMI正常的 大眾來執行體重管理,可有效治療第一型糖尿病和肥胖型阻塞性睡眠呼吸中止症,目前全世界主流的減重手術是胃繞道（gastric bypass surgery)，缺點是容易造成腸阻塞和缺鐵性貧血,機制乃是藉由食量限制（restriction)或/與腸胃道吸收不良（mal-absorption)來達到降低熱量的效果,D,減重手術是用來治療severe obesity，BMI正常的人不適合以減重手術來執行體重管理,微創手術之最新進展(含胃減重手術),張博智,減重手術是一種有效的治療重度肥胖的方法，主要通過限制食量或改變腸道吸收來達到減重的效果。選項D的描述是正確的，因為這些手術的機制通常涉及食量限制和腸道吸收不良。這些手術不僅能夠幫助患者減輕體重，還能改善與肥胖相關的代謝疾病，如第二型糖尿病和阻塞性睡眠呼吸暫停症。
18,有關腹腔鏡微創手術操作的描述，下列何者為是？,Nitrous Oxide(N2O) pneumoperitoneum(氣腹)是目前最常用的方式，壓力大多設在10mmHg以下,腹腔鏡pneumoperitoneum下，以Trendelenberg擺位可緩解呼吸道阻力增加之情形,腹腔鏡手術若用機器人手臂來執行，則可以不用pneumoperitoneum(氣腹)就可以製造腹腔空間以供操作，安全性大增,若使用pneumoperitoneum當下，血壓會下降且顱內壓會上升,D,正確，老師上課也有強調,微創手術之最新進展(含胃減重手術),張博智,腹腔鏡微創手術是一種現代外科手術技術，通常需要氣腹以提供操作空間。選項D的描述是正確的，因為在使用氣腹時，腹腔內壓的增加可能導致血壓下降和顱內壓上升。這一點在手術過程中需要特別注意，以避免對患者造成不必要的風險。
19,下列關於E型肝炎之敘述，何者錯誤？,E型肝炎病毒主要是經由口糞途徑傳染，潛伏期約48週,感染急性E型肝炎患者，大多數預後良好，極少數患者感染後可能併發猛爆性肝衰竭(fulminant hepatic failure),E型肝炎病毒IgM抗體（IgM anti-HEV）為診斷急性Ｅ型肝炎的血清標記,感染急性E型肝炎之患者會完全痊癒，只有少數免疫功能嚴重缺損之患者會演變成慢性E型肝炎,A,潛伏期15~64天，通常26至42天,病毒性肝炎(II),張庭遠,E型肝炎是一種由E型肝炎病毒引起的肝炎，主要通過口糞途徑傳播。選項A的描述是錯誤的，因為E型肝炎的潛伏期通常為15至64天，而不是48週。大多數急性E型肝炎患者預後良好，只有少數免疫功能低下的患者可能發展為慢性肝炎。了解這些特徵對於臨床診斷和治療至關重要。
20,下列針對C型肝炎病毒感染治療成功之後，是否肝細胞癌仍會發生的描述，何者為非？,經治療清除C型肝炎病毒之後，肝細胞癌發生率可以有效降低。,治療C型肝炎病毒當下的肝纖維化嚴重程度，與後續是否存在肝細胞癌發生風險有關。,治療前已經存在失代償肝硬化時，肝細胞癌發生風險仍非常高。,經治療清除C型肝炎病毒之後，肝細胞癌就不會發生。,D,可參考講義p.48，接受抗病毒治療後達到SVR的病人，後續仍有發生HCC的風險，如下圖所示,病毒性肝炎(II),張庭遠,C型肝炎病毒感染後，即使經過有效的抗病毒治療，肝細胞癌（HCC）的風險仍然存在。這是因為肝臟的纖維化程度和肝硬化的存在會影響癌症的發生率。即使病毒被清除，肝臟的結構和功能可能已經受到損害，導致癌變的風險增加。因此，患者在治療後仍需定期檢查，以便及早發現可能的肝細胞癌。
21,有關解讀下表個案之 B 型肝炎血清標誌，何者敘述錯誤？https://raw.githubusercontent.com/jimmy0922236561-cmd/my-quiz-website/main/quize_image/b7_111_Final_21.jpg,個案 1 可以是 e 抗原（HBeAg）陰性慢性 B 型肝炎或是急性 B 型肝炎感染的後期,個案 2 仍然屬於慢性 B 型肝炎帶原,個案 3 屬於過往的 B 型肝炎感染，目前不可能偵測到病毒存在,個案 4 可以是 B 型肝炎疫苗注射後或是假陽性,C,HBsAg、Anti-HBs同時陰性可能為健康者或者空窗期，且病患Anti-HBc IgG為陽性，代表過去暴露過B肝病毒，因此此病患可能是感染後的空窗期，體內是有病毒存在的，HBeAg(-)、Anti-HBe(+)僅能代表病毒複製活性降低，並不是沒有病毒,病毒性肝炎(I),張庭遠,B型肝炎的血清標誌解讀對於診斷和治療至關重要。個案3的描述是錯誤的，因為即使HBsAg和Anti-HBs同時陰性，這並不意味著體內沒有病毒存在。相反，Anti-HBc IgG的陽性結果表明患者曾經暴露於B型肝炎病毒，可能處於感染的空窗期。因此，正確的診斷需要綜合考慮所有血清標誌，而不僅僅依賴單一指標。
22,下列有關HDV的描述，何者錯誤？,HDV可以與HBV急性共同感染(coinfection)，或是重覆感染(superinfection)於HBV帶原者,重覆感染HDV，對原本慢性HBV帶原者有不好的影響，可能促使肝臟疾病快速惡化或造成猛爆性肝衰竭,HDV與HBV急性共同感染之後演變成慢性D型肝炎的機會較低,interferon(或pegylated interferon)是目前唯一被證實有效治療HDV的藥物，根治率極高(>80%)且不容易復發,D,interferon(或pegylated interferon)的治癒率只有大約三成（21~43％），而且容易復發。,病毒性肝炎(I),張庭遠,HDV（肝炎D病毒）是一種依賴HBV（肝炎B病毒）存在的病毒，其感染可導致肝臟疾病的惡化。雖然interferon是目前唯一被證實對HDV有效的治療藥物，但其治癒率並不高，僅在21%到43%之間，且復發的風險也相對較高。因此，對於HDV感染者來說，治療的挑戰在於如何有效控制病毒並減少肝臟損傷，而不僅僅是依賴單一治療方案。
23,45歲的林女士到醫院做健康檢查，超音波掃描時意外發現肝臟右葉有一個約4 cm之腫瘤。Dynamic CT影像如圖。林女士最可能的診斷為何？,肝細胞癌 (hepatocellular carcinoma),多房姓包蟲囊腫 (multilocular hydatid cyst),膽管癌 (cholangiocarcinoma),以上皆非,D,老師上課多次強調Cavernous hemangioma的特性：由外向中間顯影（亮）起來,肝臟腫瘤診斷與處理的原則,張庭遠,在肝臟腫瘤的診斷中，影像學檢查如超音波和CT掃描是非常重要的工具。根據林女士的情況，超音波顯示的腫瘤特徵可能符合海綿狀血管瘤（Cavernous hemangioma）的特徵，這是一種良性的肝臟腫瘤，通常不需要手術治療。相對於肝細胞癌和膽管癌，海綿狀血管瘤的診斷通常不會引起嚴重的臨床後果，因此在這種情況下，選擇「以上皆非」是正確的。
24,下列兩張圖為肝臟超音波掃描，以下相關敘述何者？,肝內有實質性腫瘤,呈現膽結石,箭號為肝門靜脈,若肝門靜脈內有血栓，常見診斷為膽囊癌,D,可配合病理複習，如果發現portal vein thrombosis的現象，比較有可能是HCC的metastasis。如果是cholangiocarcinoma比較會是perineural invasion。,肝臟腫瘤診斷與處理的原則,張庭遠,肝臟超音波掃描是診斷肝臟疾病的重要工具，能夠幫助醫生識別腫瘤、膽結石及其他病變。根據題目中的描述，若肝門靜脈內發現血栓，這可能與膽囊癌的診斷有關，因為膽囊癌常伴隨肝門靜脈的侵犯或血栓形成。這種情況需要進一步的影像學檢查和病理評估來確認診斷。
25,關於Cholangiocarcinoma(CCA)的敘述，下列何者正確？,Adjuvant chemotherapy with capecitabine for 6 months after surgical resection with curative intent is recommended for intrahepatic CCA,Combination of cisplatin and gemcitabine is the standard of care for patients with unresected tumors,Cirrhosis is one of the risk if intrahepatic CCA,以上皆是,D,老師您好，依據UpToDate對於膽管癌治療有著以下敘述：,膽道腫瘤,張庭遠,膽管癌（Cholangiocarcinoma）是一種相對少見但具有挑戰性的癌症，其治療策略通常包括手術切除和輔助化療。根據最新的臨床指導，對於可切除的肝內膽管癌，術後使用卡培他濱（capecitabine）進行輔助化療是推薦的做法。此外，對於不可切除的腫瘤，使用順鉑（cisplatin）和吉西他濱（gemcitabine）的聯合療法被認為是標準治療。肝硬化也是肝內膽管癌的一個風險因素，因此在臨床管理中需要特別注意。
26,關於膽管癌目前的治療，下列何者為真：,在亞洲肝內膽管癌盛行率較肝外膽管癌高,晚期癌症目前以gemcitabine and cisplatin化療為有效的第一線的治療,肝內膽管癌中fibroblast growth factor receptor 2 (FGFR2) fusion和 isocitrate dehydrogenase (IDH) ½ mutations 驅動因子突變 (driver mutation)，目前有標靶藥物抑制,以上皆是,D,老師您好，依據UpToDate對於膽管癌治療有著以下敘述：,膽道腫瘤,張庭遠,膽管癌的治療策略隨著研究的進展而不斷演變。在亞洲，肝內膽管癌的發病率確實高於肝外膽管癌，這與地區性因素有關。對於晚期膽管癌，化療方案以吉西他濱和順鉑的聯合療法為第一線治療。此外，針對肝內膽管癌的特定基因突變，如FGFR2融合和IDH突變，已經開發出相應的靶向治療藥物，這為患者提供了更多的治療選擇。
27,下列對於不同類型腹痛的敘述，何者正確？,(1) 臟器性疼痛(visceral pain)發生時能很清楚地定位疼痛的明確位置。,(2) 體壁性疼痛(somatic-parietal pain)由A-delta fibers來傳導，A-delta fibers分布於皮膚和肌肉，屬於鈍性疼痛(dull pain)。,(3) 轉移性疼痛(referred pain)指疼痛感受部位和產生疼痛的器官位置不同。,(4) 轉移性疼痛(referred pain)的原理是因為不同解剖區域的臟器傳入神經元(visceral afferent neurons)和軀體傳入神經元(somatic afferent neurons)會在同一節脊髓中匯合成次級神經元(second-order neurons)，而後再將訊號傳入大腦。,B,(1) visceral pain為模糊不清，很難指出明確位置 (2) somatic pain為sharp pain (3)(4)正確,腹部常見症狀(含急性腹痛),王俊偉,腹痛的類型可以根據疼痛的來源和特徵進行分類。臟器性疼痛通常是模糊的，難以精確定位，而體壁性疼痛則是由A-delta纖維傳導，通常表現為尖銳的疼痛。轉移性疼痛則是由於不同解剖區域的神經元在脊髓中匯合，導致疼痛感受部位與實際病變部位不一致。因此，選擇B選項是正確的，因為它正確描述了體壁性疼痛的特徵。
28,一位43歲男性主訴昨天開始肚臍周圍疼痛，今天疼痛轉移到右下腹來，同時合併嘔吐、噁心，於急診後進行電腦斷層掃描檢查，結果如下圖，請問他最有可能是什麼問題？,大腸憩室炎(Acute diverticulitis),急性闌尾炎(Acute appendicitis),右側輸尿管結石併右腎水腫(Right ureteric stone complicated with right hydronephrosis),急性腸胃炎(Acute gastroenteritis),B,CT中箭頭所指應為闌尾，可見其膨大，再加上一開始肚臍周圍疼痛，而後疼痛轉移到右下腹->Aaron’s sign 合併嘔吐、噁心->先痛再吐 綜合上述，判斷可能為急性闌尾炎(Acute appendicitis),腹部常見症狀(含急性腹痛),王俊偉,急性闌尾炎是一種常見的急腹症，通常表現為從肚臍周圍開始的疼痛，隨後轉移到右下腹。患者常伴隨嘔吐和噁心，這是由於腸道的炎症刺激所致。CT掃描是診斷急性闌尾炎的重要工具，能夠清晰顯示闌尾的膨大和周圍的炎症變化。根據患者的症狀和影像學檢查結果，急性闌尾炎是最可能的診斷。
29,下列關於急性胰臟炎的敘述，何者正確？,(1) + (2) + (4),(1) + (3) + (4),(1) + (4),(2) + (3),A,只有 (3) 錯，血清 amylase 及 lipase 顯著上升（通常三倍上升）。,腹部常見症狀(含急性腹痛),王俊偉,急性胰臟炎是一種急性發作的胰臟炎症，通常伴隨劇烈的上腹痛，並可能向背部放射。疼痛的特徵是病人坐直或前傾時可減輕，這是因為這樣的姿勢可以減少對胰臟的壓力。Ranson’s criteria 是一種評估急性胰臟炎預後的標準，包含多項臨床指標。急性胰臟炎的診斷通常依賴於血液檢查，特別是胰臟酶的升高，如amylase和lipase，而非alkaline phosphatase和γ-glutamyl transpeptidase。腹部電腦斷層掃描則用於評估病情的嚴重程度及併發症。因此，正確的選項是A，因為它包含了正確的敘述。
30,"關於慢性腹痛的敘述,下列何者正確？",(1) + (2),(3) + (4),(1) + (3),(2) + (4),B,,腹部常見症狀(含急性腹痛),王俊偉,慢性腹痛的定義是腹痛持續至少六個月，這是診斷的關鍵。臨床上，慢性腹痛的確診不僅依賴於抽血檢查和內視鏡檢查，病史詢問和身體檢查同樣重要，這是選項(1)的錯誤之處。前皮神經卡壓和筋膜疼痛症候群的疼痛通常與姿勢無關，而中樞性腹痛症候群則是由中樞神經的異常放大正常信號引起的。因此，正確的選項是B，因為(3)和(4)的描述是正確的。
31,"關於消化性潰瘍手術,下列何者為是？",消化性潰瘍穿孔皆須接受手術治療。,"接受選擇性迷走神經切斷手術後,潰瘍依舊復發可能是因為未保留 criminal nerve of Grassi。","胃引流手術中,以胃空腸繞道手術的長期併發症最少。",輸入環症候群為需要積極手術處理的腹部急症。,D,,胰臟炎,林子堯,消化性潰瘍的手術治療通常是針對潰瘍穿孔或併發症的情況。雖然消化性潰瘍穿孔通常需要手術，但並非所有潰瘍都必須手術治療，尤其是當可以用藥物控制時。選擇性迷走神經切斷手術可能導致潰瘍復發，這是因為未保留的神經可能影響胃的排空和酸的分泌。胃引流手術的長期併發症通常與手術方式有關，胃空腸繞道手術的併發症並不一定是最少的。輸入環症候群是一種需要緊急手術的情況，因此正確答案是D。
32,下列敘述何者正確？,第一型自體免疫性胰臟炎之病人其抽血之 IgG 4 值在正常上限 2 倍以上，最常見之主要臨床表徵為腹痛，治療以類固醇為主。,病人出現胰臟偽囊腫須及早進行引流以避免感染或破裂。,慢性胰臟炎病人如出現脂肪痢代表其胰臟外分泌機能可能只剩下不到正常之 10%，對已出現脂肪痢之病人，如需使用制酸劑來抑制胃酸時應選擇使用含鎂或鈣之制酸劑。,腎衰竭病人其血清澱粉酶與脂解酶之測定值即使在無急性胰臟炎時仍可能高於正常值範圍。,D,,胰臟炎,林子堯,第一型自體免疫性胰臟炎的診斷通常依賴於IgG4的升高，且其主要臨床表徵為腹痛。胰臟偽囊腫的出現確實需要及早引流，以防止感染或破裂。慢性胰臟炎病人出現脂肪痢通常表示胰臟的外分泌功能已經嚴重受損，這時使用制酸劑時應避免含鎂或鈣的制酸劑，因為這可能會加重病情。腎衰竭病人的血清澱粉酶和脂解酶即使在沒有急性胰臟炎的情況下也可能高於正常值，因此正確答案是D。
33,下列對於功能性消化不良的敘述，何者正確？,-1,(2) + (3),(1) + (4),-4,D,,胃腸道蠕動異常疾病,王俊偉,功能性消化不良的診斷依據是根據羅馬準則，症狀必須在過去三個月內發生三次以上，且持續超過六個月。功能性消化不良的症狀通常不具特異性，且需要與其他器質性疾病進行鑑別。治療上，第一線藥物通常是質子泵抑制劑（PPI），而非神經調節劑。功能性消化不良和胃輕癱的症狀相似，因此在臨床上需要進行鑑別診斷。正確的選項是D，因為(4)的描述是正確的。
34,下列對於大腸激躁症的敘述，何者錯誤？,(1) + (2),(2) + (3),(1) + (3),(2) + (4),A,,胃腸道蠕動異常疾病,王俊偉,大腸激躁症的症狀包括腹痛、排便頻率改變和排便型態改變，這些症狀通常與進食無關。病患不會伴隨異常的體重減輕或黑便等症狀，且通常不會影響睡眠品質。這是因為大腸激躁症的疼痛不會在夜間發作。攝取低FODMAP食物的研究顯示可以減少症狀，因此選項(3)是正確的。大腸激躁症的類型包括腹瀉型、便秘型和混合型，臨床上會根據不同類型選擇不同的治療藥物。因此，選項A是正確的，因為(1)和(2)的描述都是錯誤的。
